image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,cdev_mean,cdev_max,cdev_p99,matrix_tv,grid_size
car_00,C,32,a wrecked car after an accident,60,60,,10,10,1,141.6,rotate,0,0.0,,,10320.2,0.72,512.0,117.33333333333333,35.0,,,,0.6898238658905029,0.6898238658905029,0.0,0.31017613410949707,34.526607513427734,0.6972754001617432,34.526607513427734,0.6972754001617432,0.9855543375015259,0.025838643312454224,0.2929534912109375,2.701364278793335,1.2039581537246704,0.4687233567237854,32
car_01,C,32,a wrecked car after an accident,60,60,,10,10,1,142.1,rotate,0,0.0,,,10323.2,5.0,512.0,48.333333333333336,16.0,,,,0.7276595234870911,0.7276595234870911,0.0,0.27234047651290894,41.30165481567383,0.10006040334701538,41.30165481567383,0.10006040334701538,0.9975980520248413,0.032381489872932434,0.31884366273880005,2.6573333740234375,1.2459781169891357,0.5175620913505554,32
