image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4291,0.9711,29.277,0.40089,0.06646,0.419,0.66977,17.47,0.27196,0.24009,0.34034,0.03437,0.86987,0.88064,False,0.837,422.4
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40082,0.95598,30.511,0.43823,0.09027,0.63475,0.28306,7.81,0.02722,0.40948,0.29119,0.02982,0.80218,0.82817,True,0.837,411.7
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41381,0.95219,25.688,0.3969,0.10951,0.54454,0.49379,16.267,0.248,0.31423,0.32307,0.05195,0.94216,0.90202,False,0.837,412.3
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4984,0.9642,35.111,0.28883,0.08919,0.39054,0.64656,12.186,0.76158,0.31435,0.24942,0.01756,0.9342,0.90984,False,0.837,411.9
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4605,0.96941,31.354,0.42306,0.09595,0.61947,0.33805,8.555,0.38597,0.38845,0.30518,0.02706,0.87393,0.82904,True,0.837,410.1
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52685,0.96844,31.13,0.43389,0.04739,0.83865,0.38027,10.604,0.14518,0.34765,0.23603,0.02777,0.54748,0.56838,True,0.837,412.1
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38081,0.94228,24.233,0.3759,0.07411,0.53423,0.35008,15.171,0.12755,0.30948,0.48993,0.06143,0.9161,0.8542,False,0.837,412.0
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43899,0.96698,28.531,0.40567,0.06493,0.47811,0.62789,16.839,0.23067,0.26845,0.35222,0.03745,0.88397,0.83416,True,0.837,412.7
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44617,0.95742,28.692,0.45676,0.09106,0.53073,0.40632,15.672,0.25369,0.34771,0.28485,0.03676,0.88123,0.78716,True,0.837,411.9
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48262,0.97121,30.038,0.45152,0.08797,0.69404,0.28129,8.423,0.08485,0.36415,0.42371,0.03148,0.72347,0.70854,True,0.837,411.5
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45172,0.88638,27.806,0.3497,0.09193,0.66642,0.48523,12.642,0.01116,0.42309,0.4206,0.04071,0.78094,0.83783,False,0.837,409.5
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42511,0.95583,27.561,0.4114,0.06989,0.57808,0.36852,11.724,0.11181,0.26532,0.35392,0.04187,0.69383,0.6168,True,0.837,409.6
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,complement_rank,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45213,0.946,29.014,0.38675,0.06339,0.75841,0.25829,9.506,0.08525,0.50737,0.41454,0.03543,0.35375,0.50746,True,0.837,408.1
