image,condition,attacker,instruction,task,radius,unreachable,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_175843,phase,instruct-pix2pix,turn the color of cap to be pink,,1.3,False,100,7.5,1.5,20260812,False,0.11936,0.97416,32.61,0.58236,0.05131,0.12054,0.92429,26.176,0.46622,0.10097,0.53338,0.02342,117.4
task_attr_mod_color_6065,phase,instruct-pix2pix,turn the color of lantern to red,,1.3,False,100,7.5,1.5,20260812,False,0.16759,0.96027,30.756,0.53383,0.08162,0.35903,0.4765,15.562,0.42479,0.29923,0.41996,0.02899,117.4
task_env_weather_132698,phase,instruct-pix2pix,transform the setting to a winter scene,,1.3,False,100,7.5,1.5,20260812,False,0.23214,0.94363,28.617,0.53763,0.07722,0.23191,0.8271,20.478,0.38769,0.15672,0.38956,0.03708,117.4
task_env_weather_231482,phase,instruct-pix2pix,change the setting to a snowy scene,,1.3,False,100,7.5,1.5,20260812,False,0.20032,0.94651,32.057,0.63439,0.03433,0.2297,0.75224,18.251,0.39167,0.10479,0.27257,0.02495,117.6
task_env_weather_97868,phase,instruct-pix2pix,change the setting to a cloudy day,,1.3,False,100,7.5,1.5,20260812,False,0.19679,0.95823,30.118,0.51506,0.06782,0.22472,0.82547,22.488,0.34336,0.14503,0.47699,0.0312,117.6
task_obj_add_39816,phase,instruct-pix2pix,Add palm trees,,1.3,False,100,7.5,1.5,20260812,False,0.19762,0.95293,28.776,0.56145,0.04628,0.2237,0.80156,21.653,0.37636,0.11143,0.42679,0.03641,117.2
task_obj_add_685213,phase,instruct-pix2pix,Add yellow tag,,1.3,False,100,7.5,1.5,20260812,False,0.3031,0.92286,26.578,0.44329,0.0646,0.45589,0.55786,16.488,0.23293,0.27271,0.53901,0.04689,117.4
task_obj_remove_228800,phase,instruct-pix2pix,Remove bear,,1.3,False,100,7.5,1.5,20260812,False,0.23903,0.95213,29.42,0.58757,0.04534,0.40225,0.61868,15.992,0.48119,0.29955,0.44742,0.03381,117.6
task_obj_remove_499725,phase,instruct-pix2pix,Remove the road,,1.3,False,100,7.5,1.5,20260812,False,0.20902,0.93071,24.982,0.48264,0.04609,0.27771,0.76103,20.073,0.33273,0.11337,0.55893,0.05635,117.3
task_obj_remove_899279,phase,instruct-pix2pix,Remove moth's body,,1.3,False,100,7.5,1.5,20260812,False,0.26931,0.96194,34.771,0.66563,0.05472,0.57055,0.41468,19.192,0.32141,0.39855,0.3414,0.01826,117.7
task_obj_swap_joint_mask_718058,phase,instruct-pix2pix,Replace the mechanical hand with right hand,,1.3,False,100,7.5,1.5,20260812,False,0.14544,0.97182,33.509,0.6694,0.03748,0.49718,0.48809,14.783,0.16815,0.22088,0.31851,0.02111,117.4
task_obj_swap_rand_mask_401099,phase,instruct-pix2pix,Replace the pizza box with clipboard,,1.3,False,100,7.5,1.5,20260812,False,0.19782,0.95758,31.342,0.59086,0.07231,0.2821,0.76441,17.66,0.358,0.15492,0.34589,0.02709,114.8
