image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,floor_only,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.02,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3246,0.99351,35.997,0.59068,0.02351,0.31161,0.78286,20.153,0.33687,0.15944,0.12941,0.01585,0.89073,0.92495,False,0.837,436.7
task_attr_mod_color_136767,floor_only,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.02,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29375,0.99264,36.639,0.63031,0.02193,0.3986,0.71452,17.597,0.32527,0.18925,0.11547,0.01472,0.96327,0.95008,False,0.837,383.0
task_attr_mod_color_184837,floor_only,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.02,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20383,0.99636,35.443,0.68581,0.01221,0.29142,0.78522,20.54,0.35072,0.17441,0.13758,0.0169,0.97967,0.94264,False,0.837,386.0
task_attr_mod_color_32648,floor_only,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.02,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48852,0.98389,37.445,0.32031,0.05657,0.35518,0.67964,14.114,0.79974,0.27135,0.10234,0.01342,0.93042,0.93689,False,0.837,386.6
task_attr_mod_color_6205,floor_only,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.02,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36723,0.99201,36.465,0.58462,0.0298,0.46223,0.62059,12.258,0.40718,0.24387,0.11677,0.01502,0.92915,0.8757,False,0.837,386.6
task_env_weather_112463,floor_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.02,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44685,0.99508,36.445,0.62461,0.00462,0.32106,0.6483,18.273,0.37873,0.17515,0.1213,0.01506,0.91556,0.88099,False,0.837,386.6
task_env_weather_246440,floor_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.02,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17051,0.99611,35.559,0.70225,0.00316,0.34978,0.58111,17.511,0.18969,0.18536,0.12402,0.01667,0.94764,0.90843,False,0.837,386.7
task_env_weather_63722,floor_only,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.02,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31605,0.99425,36.395,0.6288,0.01591,0.35634,0.7759,19.322,0.30579,0.17573,0.11923,0.01514,0.90035,0.90146,False,0.837,386.9
task_obj_add_40931,floor_only,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.02,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29894,0.99572,36.099,0.68503,0.00981,0.31748,0.65352,19.644,0.3317,0.17977,0.1151,0.01567,0.95651,0.90384,False,0.837,386.7
task_obj_remove_380621,floor_only,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.02,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37765,0.9946,36.384,0.62806,0.01963,0.42756,0.62876,17.067,0.29738,0.24477,0.11066,0.01516,0.94303,0.90778,False,0.837,386.9
