image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase_rand,instruct-pix2pix,turn the color of potted plant to pink,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.06745,0.97962,31.424,0.64772,0.04184,0.08216,0.95448,26.361,0.52333,0.03501,0.40063,0.02684,70.2
task_attr_mod_color_158070,phase_rand,instruct-pix2pix,turn the color of playing card to red,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.08285,0.97103,31.346,0.6185,0.0657,0.08805,0.94219,27.509,0.5345,0.05522,0.32038,0.02708,70.3
task_attr_mod_color_234404,phase_rand,instruct-pix2pix,turn the color of grizzly bear to be white,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.0446,0.97303,35.592,0.69568,0.05739,0.07726,0.91567,26.239,0.50443,0.05727,0.21865,0.01661,70.0
task_attr_mod_color_6205,phase_rand,instruct-pix2pix,turn the color of toolbox to red,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.07171,0.97448,33.51,0.677,0.07219,0.07831,0.95536,30.503,0.58708,0.05324,0.35694,0.02111,70.1
task_env_weather_116980,phase_rand,instruct-pix2pix,transform the setting to a foggy atmosphere,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.05595,0.96896,32.436,0.62096,0.0387,0.10308,0.89138,22.263,0.593,0.06987,0.2343,0.02389,70.4
task_env_weather_150522,phase_rand,instruct-pix2pix,change the setting to fall with colorful leaves,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.07552,0.94938,23.224,0.4783,0.05289,0.22391,0.75428,17.685,0.22609,0.11203,0.54322,0.06899,70.4
task_env_weather_246440,phase_rand,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.06789,0.95103,24.766,0.53582,0.05301,0.19348,0.80495,20.931,0.31734,0.08918,0.52914,0.05777,70.0
task_env_weather_85610,phase_rand,instruct-pix2pix,change the setting to a cloudy day,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.09363,0.97057,31.449,0.60526,0.06652,0.46504,0.57769,15.487,0.30828,0.44548,0.30703,0.02676,70.2
task_obj_add_24380,phase_rand,instruct-pix2pix,Add flag,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.10527,0.96382,31.355,0.61808,0.09071,0.13499,0.91683,26.054,0.47613,0.08045,0.40327,0.02706,70.3
task_obj_add_40931,phase_rand,instruct-pix2pix,Add the blood on snout,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.10375,0.94956,29.003,0.55028,0.05557,0.16129,0.88065,23.724,0.38005,0.08506,0.34184,0.03547,70.5
task_obj_add_584511,phase_rand,instruct-pix2pix,Add dog,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.04449,0.98143,37.42,0.7447,0.02691,0.08046,0.95322,32.215,0.58093,0.04611,0.17392,0.01346,70.0
task_obj_add_767982,phase_rand,instruct-pix2pix,Add grape,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.09536,0.96662,30.376,0.61194,0.06044,0.13002,0.90663,25.13,0.46445,0.06405,0.42196,0.03028,70.3
task_obj_remove_257910,phase_rand,instruct-pix2pix,Remove bracelet,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.04485,0.98354,36.65,0.75224,0.03559,0.07756,0.95729,31.305,0.5516,0.03797,0.23568,0.01471,70.3
task_obj_remove_388764,phase_rand,instruct-pix2pix,Remove green chair,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.05623,0.98088,33.309,0.75099,0.07672,0.09125,0.94993,32.743,0.54238,0.0376,0.37435,0.0216,70.1
task_obj_remove_634326,phase_rand,instruct-pix2pix,Remove fence,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.08489,0.96535,31.758,0.59917,0.06007,0.16304,0.86766,24.378,0.28305,0.0995,0.33828,0.02583,69.7
task_obj_swap_joint_mask_276754,phase_rand,instruct-pix2pix,Replace the satellite dish with rocket,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.13005,0.93438,29.221,0.43507,0.0651,0.05666,0.95952,27.163,0.45309,0.10092,0.34707,0.03459,69.9
task_obj_swap_joint_mask_671429,phase_rand,instruct-pix2pix,Replace the astronaut with man,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.09825,0.95134,28.045,0.51159,0.08599,0.13477,0.86865,21.033,0.30542,0.07982,0.3151,0.0396,69.9
task_obj_swap_rand_mask_216136,phase_rand,instruct-pix2pix,Replace the shimmering glass structures with tree stumps,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.02785,0.9827,34.14,0.78102,0.03958,0.06218,0.93903,26.506,0.51082,0.05133,0.24873,0.01963,69.8
task_obj_swap_rand_mask_417469,phase_rand,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.08682,0.95823,30.562,0.586,0.04639,0.11092,0.89469,25.058,0.44692,0.05169,0.36275,0.02964,46.2
