image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49985,0.9081,18.199,0.24651,0.14709,0.59831,0.46791,9.686,0.1453,0.33781,1.0,0.12304,0.75723,0.68309,True,0.837,183.7
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59011,0.75488,15.572,0.14977,0.27132,0.63041,0.24222,6.9,0.02396,0.40065,1.0,0.1665,0.77929,0.85566,False,0.837,174.6
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60365,0.76382,12.817,0.15267,0.26759,0.78554,0.13591,6.239,0.0342,0.66864,1.0,0.22864,0.69776,0.62702,True,0.837,174.6
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5726,0.8898,22.891,0.11056,0.18274,0.58177,0.40581,11.091,0.08079,0.38284,1.0,0.07168,0.75522,0.63617,True,0.837,174.5
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53222,0.86236,17.676,0.23711,0.20529,0.67137,0.23005,7.103,0.55284,0.50111,1.0,0.13067,0.6526,0.64678,True,0.837,174.5
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.6237,0.86938,17.945,0.21232,0.12234,0.84471,0.30659,10.412,0.17462,0.3665,1.0,0.1267,0.55184,0.57108,True,0.837,174.6
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59136,0.66064,11.959,0.11169,0.25577,0.65076,0.20645,12.002,0.03665,0.28847,1.0,0.25237,0.71797,0.71889,True,0.837,174.5
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56538,0.89858,17.391,0.19278,0.14771,0.6652,0.377,12.863,0.04355,0.45456,0.94099,0.13504,0.60202,0.6245,True,0.837,174.7
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60631,0.7713,15.951,0.16266,0.23548,0.73115,0.15684,9.814,0.04833,0.40968,1.0,0.15938,0.47172,0.55648,True,0.837,174.7
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52609,0.8706,18.298,0.28833,0.15859,0.73527,0.24726,7.241,0.07986,0.41219,1.0,0.12164,0.72194,0.67122,True,0.837,174.4
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56721,0.47902,11.768,0.0508,0.31693,0.49805,0.56836,11.927,0.02767,0.38854,1.0,0.25798,0.87826,0.86768,False,0.837,173.9
