image,condition,prompt_index,prompt,block,r_min,quantile,target_image,loss,random_start,budget_target,budget_mode,budget_reached,unreachable,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop,amp_dev,active_fraction
parrot_00,add,0,a parrot perched on a branch in a rainforest,32,0.12,0.5,data/targets/gray.png,latent,True,human,human,0.01559,False,0.00471,42.2,0.2328,0.9958,0.0156,47.8936,0.9819,5.6742,0.6995,0.4023,0.2992,0.303,-0.0038,0.1067,0.0955,0.0113,,
parrot_00,phase,0,a parrot perched on a branch in a rainforest,32,0.12,0.5,data/targets/gray.png,latent,True,human,human,0.05882,False,1.3,25.5,0.1112,0.9655,0.0588,33.6309,0.9901,5.3377,0.6631,0.2546,0.2992,0.3188,-0.0196,0.1067,0.1024,0.0044,0.01187,0.3366
raccoon_00,add,0,a panda,32,0.12,0.5,data/targets/gray.png,latent,True,human,human,0.01269,False,0.00471,25.5,0.1374,0.997,0.0127,47.4421,0.9954,6.0787,0.7063,0.5875,0.3069,0.2949,0.0121,0.1213,0.1174,0.0039,,
raccoon_00,phase,0,a panda,32,0.12,0.5,data/targets/gray.png,latent,True,human,human,0.05305,False,1.3,25.8,0.1794,0.9204,0.0531,27.0003,0.9966,5.8293,0.7193,0.3102,0.3069,0.3039,0.003,0.1213,0.1219,-0.0006,0.04325,0.4693
