image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.05,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55459,0.91662,24.147,0.23934,0.12742,0.61918,0.45725,9.769,0.12665,0.34301,0.59136,0.06204,0.74616,0.68471,True,0.837,405.1
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.05,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51896,0.88304,25.186,0.27013,0.14732,0.62872,0.26677,7.259,0.02684,0.39939,0.55307,0.05505,0.72468,0.8361,True,0.837,394.1
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.05,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52114,0.88567,21.72,0.26035,0.19117,0.78215,0.13571,6.152,0.03188,0.6701,0.57659,0.08203,0.70094,0.63867,True,0.837,394.0
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.05,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59192,0.90526,29.745,0.13303,0.16926,0.6189,0.39684,10.686,0.07176,0.38479,0.4861,0.03257,0.75809,0.74327,True,0.837,393.9
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.05,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57315,0.91891,26.073,0.25759,0.16157,0.75664,0.18085,6.432,0.3145,0.69894,0.58523,0.0497,0.50202,0.44682,True,0.837,394.1
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.05,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.61304,0.92188,25.96,0.26353,0.08842,0.864,0.31311,10.422,0.17955,0.37288,0.41978,0.05035,0.55937,0.57778,True,0.837,393.8
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.05,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46342,0.87684,20.681,0.26197,0.12429,0.61837,0.25767,14.199,0.11688,0.35339,0.73138,0.09246,0.88351,0.84394,False,0.837,393.7
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.05,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54924,0.91534,23.842,0.24774,0.11948,0.68162,0.3377,12.376,0.03452,0.46661,0.51642,0.06426,0.60703,0.61903,True,0.837,393.7
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.05,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53345,0.89795,24.185,0.30466,0.13452,0.76713,0.17569,11.293,0.09695,0.40786,0.55242,0.06176,0.55425,0.64271,True,0.837,393.7
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.05,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56804,0.92919,25.398,0.29587,0.13501,0.73068,0.23907,8.049,0.04255,0.38431,0.67703,0.05371,0.73437,0.71656,True,0.837,393.6
