image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18936,0.93091,24.338,0.45742,0.09446,0.23761,0.76087,19.52,0.34834,0.17873,0.96471,0.06069,78.5
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26509,0.89895,24.222,0.37539,0.15311,0.31244,0.70076,20.594,0.26869,0.20608,0.99608,0.06151,78.6
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28266,0.85454,20.439,0.34528,0.18535,0.35669,0.52958,16.391,0.2704,0.27401,0.99608,0.09507,78.5
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30639,0.96631,32.759,0.39407,0.09278,0.2945,0.78148,20.06,0.55901,0.21375,0.64706,0.02302,78.4
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19482,0.93695,28.162,0.49823,0.12368,0.37074,0.64003,11.298,0.39327,0.24365,0.80245,0.03907,78.3
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32021,0.92491,27.533,0.50899,0.07984,0.36433,0.6705,20.014,0.24318,0.16079,0.76863,0.04201,78.3
task_env_weather_133752,gain_only,instruct-pix2pix,transform the setting to a rainy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29216,0.93364,28.969,0.48939,0.07439,0.33044,0.80963,21.134,0.29343,0.11922,0.6626,0.03561,78.4
task_env_weather_181583,gain_only,instruct-pix2pix,change the setting to a stormy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32372,0.90114,27.698,0.48968,0.11322,0.6731,0.6162,13.95,0.36614,0.40042,0.79608,0.04122,78.4
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33374,0.82812,17.997,0.32153,0.13076,0.46821,0.44418,15.924,0.14516,0.23601,1.0,0.12594,78.5
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.25047,0.90618,23.328,0.38898,0.11047,0.28933,0.73511,19.501,0.24319,0.16751,0.84423,0.06817,78.5
