condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
N4,bird_03,0.35,0.35140109062194824,0.1328125,5.078298995427274,24.761932373046875,1.0,0.8157331943511963,0.2548014521598816,0.8698903322219849,0.35140109062194824,0.16522759199142456,0.686893880367279,0.0577966645359993,0.1666412353515625
