image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39211,0.95301,22.137,0.39552,0.07665,0.36582,0.67352,17.736,0.31697,0.25104,1.0,0.07819,0.8855,0.83894,False,0.837,188.6
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45189,0.91971,21.855,0.28911,0.1471,0.46535,0.53245,15.771,0.27134,0.33394,1.0,0.08077,0.82766,0.86873,False,0.837,180.8
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47252,0.88277,17.316,0.25257,0.18184,0.56753,0.34117,14.238,0.2933,0.36108,1.0,0.13621,0.8976,0.81432,True,0.837,354.1
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54811,0.94913,25.876,0.18657,0.12838,0.3971,0.65258,13.855,0.72416,0.31508,0.98824,0.05084,0.83955,0.89096,False,0.837,374.8
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37922,0.95382,23.867,0.41439,0.11292,0.4687,0.58299,11.774,0.41555,0.28853,1.0,0.06407,0.88808,0.79961,True,0.837,387.5
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53138,0.93066,21.004,0.33105,0.05985,0.44286,0.51419,16.589,0.29896,0.23462,0.99608,0.08908,0.9017,0.85825,False,0.837,386.8
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52801,0.79869,15.263,0.18839,0.13932,0.53229,0.36686,15.365,0.11082,0.29459,1.0,0.17252,0.92515,0.88634,False,0.837,386.8
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45588,0.94423,22.027,0.31378,0.08636,0.47767,0.5849,16.643,0.25478,0.28577,0.94902,0.07918,0.86956,0.84133,False,0.837,386.5
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50809,0.91048,21.452,0.30943,0.10494,0.54292,0.34342,15.481,0.26027,0.377,0.98824,0.0846,0.86032,0.737,True,0.837,385.8
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,10.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46946,0.93459,22.495,0.42124,0.09683,0.70092,0.38267,12.867,0.08437,0.38867,1.0,0.07503,0.73142,0.62359,True,0.837,385.9
