image,condition,amp,block,hop,r_min,field_grid,seed,dists,lpips,psnr,ssim,rms,linf,latent_move,move_per_dists,fold_frac,grid,n_bands
task_obj_swap_joint_mask_533428,warp_smooth,8.0,32,8,0.12,16,0,0.178879,0.401606,14.415,0.33517,0.190227,0.99736,108.0833,604.22,0.01668,16,
task_obj_swap_joint_mask_533428,warp_fold,0.25,32,8,0.12,16,0,0.006096,0.015155,35.39,0.99442,0.017001,0.23166,16.685,2736.83,0.0,64,
task_obj_swap_joint_mask_533428,warp_fold,0.5,32,8,0.12,16,0,0.017902,0.048547,29.621,0.97824,0.033034,0.44754,27.2515,1522.22,0.0,64,
task_obj_swap_joint_mask_533428,warp_fold,1.0,32,8,0.12,16,0,0.054503,0.120035,24.12,0.92121,0.062233,0.75721,39.5036,724.8,0.00075,64,
task_obj_swap_joint_mask_533428,warp_fold,2.0,32,8,0.12,16,0,0.148393,0.283755,19.894,0.77962,0.101231,0.91503,59.665,402.08,0.00329,64,
task_obj_swap_joint_mask_533428,warp_fold,4.0,32,8,0.12,16,0,0.262343,0.482549,16.751,0.55279,0.145367,0.98674,86.0339,327.94,0.08591,64,
task_obj_swap_joint_mask_533428,warp_fold,8.0,32,8,0.12,16,0,0.318696,0.570809,14.607,0.33579,0.186069,0.99277,103.7835,325.65,0.32871,64,
task_obj_swap_rand_mask_417469,disp_k1,0.05,32,8,0.12,16,0,6.4e-05,0.000142,50.544,0.99987,0.002969,0.05391,2.1915,34490.38,,,1
task_obj_swap_rand_mask_417469,disp_k1,0.1,32,8,0.12,16,0,0.00024,0.000546,44.536,0.99947,0.005931,0.10961,4.3672,18221.59,,,1
task_obj_swap_rand_mask_417469,disp_k1,0.25,32,8,0.12,16,0,0.001558,0.003061,36.634,0.99675,0.014733,0.27857,10.6288,6822.35,,,1
task_obj_swap_rand_mask_417469,disp_k1,0.5,32,8,0.12,16,0,0.004757,0.010306,30.797,0.98742,0.028849,0.5107,19.2207,4040.68,,,1
task_obj_swap_rand_mask_417469,disp_k1,1.0,32,8,0.12,16,0,0.011984,0.030859,25.464,0.95468,0.053311,0.82235,32.2487,2690.96,,,1
task_obj_swap_rand_mask_417469,disp_k1,2.0,32,8,0.12,16,0,0.025439,0.083314,21.733,0.86933,0.081913,0.95557,50.2788,1976.43,,,1
task_obj_swap_rand_mask_417469,disp_k2,0.05,32,8,0.12,16,0,4.2e-05,0.000217,51.668,0.99988,0.002608,0.04655,3.3927,80624.03,,,2
task_obj_swap_rand_mask_417469,disp_k2,0.1,32,8,0.12,16,0,0.000204,0.000846,45.664,0.99953,0.005209,0.09433,6.276,30697.94,,,2
task_obj_swap_rand_mask_417469,disp_k2,0.25,32,8,0.12,16,0,0.00124,0.004912,37.764,0.99704,0.012936,0.23964,12.0241,9695.79,,,2
task_obj_swap_rand_mask_417469,disp_k2,0.5,32,8,0.12,16,0,0.003896,0.016868,31.908,0.98834,0.025387,0.45725,21.0281,5397.11,,,2
task_obj_swap_rand_mask_417469,disp_k2,1.0,32,8,0.12,16,0,0.010654,0.049956,26.484,0.95704,0.047401,0.71199,34.1453,3205.0,,,2
task_obj_swap_rand_mask_417469,disp_k2,2.0,32,8,0.12,16,0,0.027351,0.117099,22.414,0.8732,0.075735,0.97007,53.4763,1955.21,,,2
task_obj_swap_rand_mask_417469,disp_k3,0.05,32,8,0.12,16,0,6e-05,0.00028,51.425,0.99988,0.002682,0.04663,4.4772,74150.73,,,3
task_obj_swap_rand_mask_417469,disp_k3,0.1,32,8,0.12,16,0,0.000239,0.001078,45.423,0.99952,0.005355,0.09419,6.7881,28400.17,,,3
task_obj_swap_rand_mask_417469,disp_k3,0.25,32,8,0.12,16,0,0.001286,0.006345,37.537,0.997,0.013279,0.23678,14.0176,10896.87,,,3
task_obj_swap_rand_mask_417469,disp_k3,0.5,32,8,0.12,16,0,0.003739,0.022464,31.711,0.98824,0.025969,0.45179,22.5236,6023.97,,,3
task_obj_swap_rand_mask_417469,disp_k3,1.0,32,8,0.12,16,0,0.010756,0.064473,26.362,0.95703,0.048074,0.79608,37.9773,3530.9,,,3
task_obj_swap_rand_mask_417469,disp_k3,2.0,32,8,0.12,16,0,0.032624,0.134103,22.576,0.87551,0.074336,0.92461,53.6508,1644.54,,,3
task_obj_swap_rand_mask_417469,disp_k4,0.05,32,8,0.12,16,0,8e-05,0.000312,51.763,0.99988,0.002579,0.05116,4.3758,54501.44,,,4
task_obj_swap_rand_mask_417469,disp_k4,0.1,32,8,0.12,16,0,0.000291,0.001237,45.758,0.99952,0.005153,0.10315,7.757,26690.2,,,4
task_obj_swap_rand_mask_417469,disp_k4,0.25,32,8,0.12,16,0,0.001246,0.00779,37.852,0.99705,0.012805,0.25986,14.2064,11401.83,,,4
task_obj_swap_rand_mask_417469,disp_k4,0.5,32,8,0.12,16,0,0.003933,0.026988,31.981,0.98856,0.025175,0.49738,23.4879,5972.54,,,4
task_obj_swap_rand_mask_417469,disp_k4,1.0,32,8,0.12,16,0,0.01371,0.072443,26.526,0.95846,0.047172,0.68865,38.3005,2793.53,,,4
task_obj_swap_rand_mask_417469,disp_k4,2.0,32,8,0.12,16,0,0.041005,0.141394,22.585,0.87762,0.074259,1.0,55.074,1343.11,,,4
task_obj_swap_rand_mask_417469,disp_k8,0.05,32,8,0.12,16,0,7.2e-05,0.000413,52.276,0.99989,0.002431,0.04961,4.9926,69802.13,,,8
task_obj_swap_rand_mask_417469,disp_k8,0.1,32,8,0.12,16,0,0.000309,0.001757,46.274,0.99956,0.004855,0.09792,7.9163,25639.54,,,8
task_obj_swap_rand_mask_417469,disp_k8,0.25,32,8,0.12,16,0,0.002222,0.0105,38.381,0.99726,0.012049,0.22782,18.1415,8166.23,,,8
task_obj_swap_rand_mask_417469,disp_k8,0.5,32,8,0.12,16,0,0.00874,0.034582,32.545,0.98937,0.023592,0.43723,30.1537,3450.06,,,8
task_obj_swap_rand_mask_417469,disp_k8,1.0,32,8,0.12,16,0,0.025984,0.090481,27.157,0.9614,0.043868,0.68309,43.2603,1664.9,,,8
task_obj_swap_rand_mask_417469,disp_k8,2.0,32,8,0.12,16,0,0.05888,0.174471,23.187,0.88592,0.069284,0.90196,58.404,991.92,,,8
task_obj_swap_rand_mask_417469,disp_kfull,0.1,32,8,0.12,16,0,0.000367,0.000758,54.031,0.99978,0.001986,0.025,5.0319,13702.62,,,
task_obj_swap_rand_mask_417469,disp_kfull,0.2,32,8,0.12,16,0,0.001374,0.003263,48.003,0.99913,0.003978,0.05053,9.2491,6732.1,,,
task_obj_swap_rand_mask_417469,disp_kfull,0.4,32,8,0.12,16,0,0.005015,0.012977,41.913,0.99653,0.008023,0.10242,17.5411,3497.46,,,
task_obj_swap_rand_mask_417469,disp_kfull,0.8,32,8,0.12,16,0,0.017989,0.042999,35.615,0.98621,0.016567,0.21815,29.3743,1632.93,,,
task_obj_swap_rand_mask_417469,disp_kfull,1.6,32,8,0.12,16,0,0.062552,0.123942,28.829,0.94344,0.036188,0.4434,47.4973,759.33,,,
task_obj_swap_rand_mask_417469,disp_kfull,3.141592653589793,32,8,0.12,16,0,0.16831,0.326184,22.448,0.78101,0.07544,0.77212,79.3789,471.62,,,
task_obj_swap_rand_mask_417469,warp_smooth,0.25,32,8,0.12,16,0,0.00469,0.009709,34.923,0.99489,0.017942,0.26795,17.3028,3688.98,0.0,16,
task_obj_swap_rand_mask_417469,warp_smooth,0.5,32,8,0.12,16,0,0.011996,0.026527,29.235,0.98008,0.034534,0.50431,26.3537,2196.88,0.0,16,
task_obj_swap_rand_mask_417469,warp_smooth,1.0,32,8,0.12,16,0,0.020873,0.050349,23.939,0.93008,0.063537,0.86081,38.4709,1843.06,0.00053,16,
task_obj_swap_rand_mask_417469,warp_smooth,2.0,32,8,0.12,16,0,0.035702,0.101762,20.691,0.81361,0.092348,0.98132,57.2477,1603.49,0.00282,16,
task_obj_swap_rand_mask_417469,warp_smooth,4.0,32,8,0.12,16,0,0.071443,0.201219,18.547,0.64436,0.118204,0.98191,81.4321,1139.82,0.00745,16,
task_obj_swap_rand_mask_417469,warp_smooth,8.0,32,8,0.12,16,0,0.14458,0.357355,16.786,0.47363,0.144785,0.99621,101.1003,699.27,0.01668,16,
task_obj_swap_rand_mask_417469,warp_fold,0.25,32,8,0.12,16,0,0.006304,0.011588,35.3,0.99476,0.01718,0.2904,17.2373,2734.17,0.0,64,
task_obj_swap_rand_mask_417469,warp_fold,0.5,32,8,0.12,16,0,0.01663,0.038743,29.585,0.97949,0.033172,0.52736,27.4553,1650.96,0.0,64,
task_obj_swap_rand_mask_417469,warp_fold,1.0,32,8,0.12,16,0,0.048716,0.105165,24.233,0.92688,0.061425,0.91546,40.7632,836.76,0.00075,64,
task_obj_swap_rand_mask_417469,warp_fold,2.0,32,8,0.12,16,0,0.140732,0.255816,20.68,0.80539,0.092471,0.9644,58.881,418.39,0.00329,64,
task_obj_swap_rand_mask_417469,warp_fold,4.0,32,8,0.12,16,0,0.273244,0.438832,18.456,0.63103,0.119447,0.99384,81.0794,296.73,0.08591,64,
task_obj_swap_rand_mask_417469,warp_fold,8.0,32,8,0.12,16,0,0.34152,0.537371,16.662,0.44573,0.146852,0.99354,97.3691,285.11,0.32871,64,
