image,condition,amp,block,hop,r_min,field_grid,seed,dists,lpips,psnr,ssim,rms,linf,latent_move,move_per_dists,fold_frac,grid,n_bands
task_attr_mod_color_11699,disp_k1,0.05,32,8,0.12,16,0,4.4e-05,0.00013,52.475,0.99991,0.002376,0.03868,1.4631,33260.69,,,1
task_attr_mod_color_11699,disp_k1,0.1,32,8,0.12,16,0,0.000158,0.000517,46.466,0.99966,0.004749,0.07729,3.8986,24738.33,,,1
task_attr_mod_color_11699,disp_k1,0.25,32,8,0.12,16,0,0.000947,0.003087,38.549,0.9979,0.011818,0.19213,9.6687,10209.82,,,1
task_attr_mod_color_11699,disp_k1,0.5,32,8,0.12,16,0,0.003072,0.010614,32.666,0.9917,0.023264,0.37035,16.4454,5352.75,,,1
task_attr_mod_color_11699,disp_k1,1.0,32,8,0.12,16,0,0.008104,0.030439,27.162,0.96874,0.043841,0.59339,27.2317,3360.29,,,1
task_attr_mod_color_11699,disp_k1,2.0,32,8,0.12,16,0,0.021477,0.080252,22.745,0.90069,0.072907,0.78713,42.5409,1980.77,,,1
task_attr_mod_color_11699,disp_k2,0.05,32,8,0.12,16,0,5.2e-05,0.000284,52.184,0.99991,0.002457,0.0341,2.0539,39380.67,,,2
task_attr_mod_color_11699,disp_k2,0.1,32,8,0.12,16,0,0.000206,0.001215,46.177,0.99966,0.00491,0.06855,4.4615,21664.84,,,2
task_attr_mod_color_11699,disp_k2,0.25,32,8,0.12,16,0,0.001217,0.007682,38.273,0.99789,0.012199,0.17254,11.9849,9848.82,,,2
task_attr_mod_color_11699,disp_k2,0.5,32,8,0.12,16,0,0.005483,0.026256,32.424,0.99166,0.023922,0.32791,20.9551,3821.56,,,2
task_attr_mod_color_11699,disp_k2,1.0,32,8,0.12,16,0,0.017852,0.070471,26.992,0.96862,0.04471,0.56664,35.5144,1989.34,,,2
task_attr_mod_color_11699,disp_k2,2.0,32,8,0.12,16,0,0.041501,0.148816,22.704,0.89946,0.073253,0.70505,51.2595,1235.15,,,2
task_attr_mod_color_11699,disp_k3,0.05,32,8,0.12,16,0,8.6e-05,0.000376,52.732,0.99991,0.002307,0.03069,2.9495,34173.87,,,3
task_attr_mod_color_11699,disp_k3,0.1,32,8,0.12,16,0,0.000296,0.001715,46.725,0.99968,0.004609,0.06175,5.9962,20253.59,,,3
task_attr_mod_color_11699,disp_k3,0.25,32,8,0.12,16,0,0.001375,0.011652,38.811,0.99797,0.011467,0.15335,13.975,10166.6,,,3
task_attr_mod_color_11699,disp_k3,0.5,32,8,0.12,16,0,0.006075,0.038382,32.926,0.992,0.02258,0.28067,23.5187,3871.35,,,3
task_attr_mod_color_11699,disp_k3,1.0,32,8,0.12,16,0,0.020759,0.09478,27.386,0.96978,0.042727,0.49307,37.3678,1800.05,,,3
task_attr_mod_color_11699,disp_k3,2.0,32,8,0.12,16,0,0.051373,0.171908,22.874,0.90165,0.071826,0.7615,52.6689,1025.22,,,3
task_attr_mod_color_11699,disp_k4,0.05,32,8,0.12,16,0,0.000192,0.000424,53.128,0.99992,0.002204,0.02727,3.7222,19351.72,,,4
task_attr_mod_color_11699,disp_k4,0.1,32,8,0.12,16,0,0.000793,0.002034,47.123,0.99969,0.004403,0.05472,6.6262,8361.09,,,4
task_attr_mod_color_11699,disp_k4,0.25,32,8,0.12,16,0,0.003037,0.013757,39.21,0.99806,0.010952,0.13533,15.2474,5019.79,,,4
task_attr_mod_color_11699,disp_k4,0.5,32,8,0.12,16,0,0.012614,0.043473,33.319,0.99235,0.02158,0.25649,26.4111,2093.87,,,4
task_attr_mod_color_11699,disp_k4,1.0,32,8,0.12,16,0,0.036436,0.10229,27.755,0.9711,0.040951,0.47567,40.2869,1105.7,,,4
task_attr_mod_color_11699,disp_k4,2.0,32,8,0.12,16,0,0.07212,0.182901,23.155,0.90499,0.069543,0.70897,55.4591,768.99,,,4
task_attr_mod_color_11699,disp_k8,0.05,32,8,0.12,16,0,5.9e-05,0.000727,53.736,0.99992,0.002054,0.02292,3.0504,51486.12,,,8
task_attr_mod_color_11699,disp_k8,0.1,32,8,0.12,16,0,0.000284,0.003857,47.731,0.9997,0.004105,0.04483,7.0139,24710.88,,,8
task_attr_mod_color_11699,disp_k8,0.25,32,8,0.12,16,0,0.002934,0.022146,39.818,0.99814,0.010211,0.11099,16.9191,5767.06,,,8
task_attr_mod_color_11699,disp_k8,0.5,32,8,0.12,16,0,0.01536,0.059349,33.929,0.99272,0.020116,0.22838,28.1198,1830.67,,,8
task_attr_mod_color_11699,disp_k8,1.0,32,8,0.12,16,0,0.045065,0.127758,28.368,0.97293,0.038159,0.41684,42.7555,948.76,,,8
task_attr_mod_color_11699,disp_k8,2.0,32,8,0.12,16,0,0.08657,0.215239,23.839,0.91321,0.06428,0.6749,57.4029,663.08,,,8
task_attr_mod_color_11699,disp_kfull,0.1,32,8,0.12,16,0,0.00076,0.001429,52.847,0.99981,0.002276,0.0251,4.7206,6215.06,,,
task_attr_mod_color_11699,disp_kfull,0.2,32,8,0.12,16,0,0.002084,0.007059,46.818,0.99926,0.00456,0.05127,9.8542,4727.66,,,
task_attr_mod_color_11699,disp_kfull,0.4,32,8,0.12,16,0,0.009336,0.025099,40.729,0.99702,0.009195,0.10625,18.1102,1939.82,,,
task_attr_mod_color_11699,disp_kfull,0.8,32,8,0.12,16,0,0.032068,0.067607,34.437,0.98794,0.018973,0.22233,28.9078,901.44,,,
task_attr_mod_color_11699,disp_kfull,1.6,32,8,0.12,16,0,0.075162,0.155006,27.669,0.94853,0.041355,0.44328,45.535,605.83,,,
task_attr_mod_color_11699,disp_kfull,3.141592653589793,32,8,0.12,16,0,0.172918,0.348458,21.278,0.78547,0.086316,0.74459,73.7403,426.45,,,
task_attr_mod_color_11699,warp_smooth,0.25,32,8,0.12,16,0,0.003685,0.014014,36.021,0.99615,0.015811,0.23241,14.6038,3963.05,0.0,16,
task_attr_mod_color_11699,warp_smooth,0.5,32,8,0.12,16,0,0.009975,0.037764,30.231,0.98484,0.030793,0.42852,24.8515,2491.49,0.0,16,
task_attr_mod_color_11699,warp_smooth,1.0,32,8,0.12,16,0,0.014442,0.056319,24.692,0.94463,0.058263,0.7119,35.0712,2428.45,0.00053,16,
task_attr_mod_color_11699,warp_smooth,2.0,32,8,0.12,16,0,0.02732,0.099189,20.399,0.83748,0.095506,0.8974,50.9863,1866.24,0.00282,16,
task_attr_mod_color_11699,warp_smooth,4.0,32,8,0.12,16,0,0.062845,0.177068,17.362,0.66341,0.135493,0.91974,77.9169,1239.83,0.00745,16,
task_attr_mod_color_11699,warp_smooth,8.0,32,8,0.12,16,0,0.146543,0.305168,15.585,0.52264,0.166238,0.94395,95.7805,653.6,0.01668,16,
task_attr_mod_color_11699,warp_fold,0.25,32,8,0.12,16,0,0.005403,0.014942,36.002,0.99599,0.015845,0.21312,16.0758,2975.58,0.0,64,
task_attr_mod_color_11699,warp_fold,0.5,32,8,0.12,16,0,0.016887,0.046139,30.225,0.98428,0.030813,0.40813,24.6063,1457.09,0.0,64,
task_attr_mod_color_11699,warp_fold,1.0,32,8,0.12,16,0,0.053454,0.105703,24.719,0.94295,0.058082,0.70784,34.9483,653.81,0.00075,64,
task_attr_mod_color_11699,warp_fold,2.0,32,8,0.12,16,0,0.133872,0.23706,20.442,0.83547,0.095039,0.89577,53.7267,401.33,0.00329,64,
task_attr_mod_color_11699,warp_fold,4.0,32,8,0.12,16,0,0.238158,0.388469,17.352,0.65885,0.135637,0.93407,77.5488,325.62,0.08591,64,
task_attr_mod_color_11699,warp_fold,8.0,32,8,0.12,16,0,0.298753,0.477712,15.489,0.50874,0.1681,0.91788,94.5789,316.58,0.32871,64,
task_attr_mod_color_136767,disp_k1,0.05,32,8,0.12,16,0,0.000226,0.000135,52.63,0.99991,0.002334,0.04172,3.5592,15726.4,,,1
task_attr_mod_color_136767,disp_k1,0.1,32,8,0.12,16,0,0.000422,0.000523,46.624,0.99964,0.004663,0.08379,5.9415,14077.29,,,1
task_attr_mod_color_136767,disp_k1,0.25,32,8,0.12,16,0,0.001584,0.002986,38.72,0.99779,0.011588,0.20496,10.9049,6885.22,,,1
task_attr_mod_color_136767,disp_k1,0.5,32,8,0.12,16,0,0.003272,0.010233,32.877,0.99137,0.022706,0.39424,17.4646,5338.08,,,1
task_attr_mod_color_136767,disp_k1,1.0,32,8,0.12,16,0,0.010651,0.029618,27.496,0.96824,0.042187,0.65051,27.5961,2590.9,,,1
task_attr_mod_color_136767,disp_k1,2.0,32,8,0.12,16,0,0.027034,0.076752,23.362,0.90381,0.067905,0.78431,45.2764,1674.81,,,1
task_attr_mod_color_136767,disp_k2,0.05,32,8,0.12,16,0,0.000149,0.000261,53.351,0.99992,0.002148,0.03878,4.0265,27053.58,,,2
task_attr_mod_color_136767,disp_k2,0.1,32,8,0.12,16,0,0.000481,0.001068,47.356,0.99966,0.004286,0.07725,6.2216,12928.03,,,2
task_attr_mod_color_136767,disp_k2,0.25,32,8,0.12,16,0,0.002389,0.006958,39.47,0.99792,0.010629,0.18608,12.3518,5170.26,,,2
task_attr_mod_color_136767,disp_k2,0.5,32,8,0.12,16,0,0.009332,0.024314,33.62,0.99186,0.020845,0.32832,22.0766,2365.67,,,2
task_attr_mod_color_136767,disp_k2,1.0,32,8,0.12,16,0,0.025305,0.066048,28.138,0.96966,0.039183,0.5501,34.9783,1382.26,,,2
task_attr_mod_color_136767,disp_k2,2.0,32,8,0.12,16,0,0.051773,0.135601,23.745,0.90532,0.064979,0.8,53.9373,1041.8,,,2
task_attr_mod_color_136767,disp_k3,0.05,32,8,0.12,16,0,0.000163,0.000429,53.704,0.99992,0.002062,0.03819,5.2267,32061.9,,,3
task_attr_mod_color_136767,disp_k3,0.1,32,8,0.12,16,0,0.000572,0.001814,47.711,0.99967,0.004114,0.07615,8.0359,14058.46,,,3
task_attr_mod_color_136767,disp_k3,0.25,32,8,0.12,16,0,0.003013,0.011371,39.844,0.99798,0.010181,0.18582,15.4509,5127.54,,,3
task_attr_mod_color_136767,disp_k3,0.5,32,8,0.12,16,0,0.010044,0.035777,34.014,0.99214,0.01992,0.32447,25.7921,2567.89,,,3
task_attr_mod_color_136767,disp_k3,1.0,32,8,0.12,16,0,0.027372,0.085921,28.582,0.97099,0.037229,0.54122,39.4195,1440.14,,,3
task_attr_mod_color_136767,disp_k3,2.0,32,8,0.12,16,0,0.060351,0.154993,24.329,0.91024,0.060747,0.84404,52.2256,865.36,,,3
task_attr_mod_color_136767,disp_k4,0.05,32,8,0.12,16,0,0.00011,0.000454,53.894,0.99991,0.002017,0.02786,4.8961,44691.09,,,4
task_attr_mod_color_136767,disp_k4,0.1,32,8,0.12,16,0,0.000549,0.0022,47.901,0.99965,0.004025,0.05499,8.4389,15372.55,,,4
task_attr_mod_color_136767,disp_k4,0.25,32,8,0.12,16,0,0.004413,0.015382,40.03,0.99788,0.009965,0.13273,16.888,3826.96,,,4
task_attr_mod_color_136767,disp_k4,0.5,32,8,0.12,16,0,0.013981,0.045612,34.187,0.99181,0.019526,0.25626,26.8834,1922.79,,,4
task_attr_mod_color_136767,disp_k4,1.0,32,8,0.12,16,0,0.035761,0.099958,28.672,0.97,0.036847,0.49708,40.7422,1139.29,,,4
task_attr_mod_color_136767,disp_k4,2.0,32,8,0.12,16,0,0.071788,0.169036,24.336,0.90815,0.060704,0.83803,54.1768,754.68,,,4
task_attr_mod_color_136767,disp_k8,0.05,32,8,0.12,16,0,0.000103,0.000647,54.675,0.99991,0.001843,0.03077,5.3173,51836.19,,,8
task_attr_mod_color_136767,disp_k8,0.1,32,8,0.12,16,0,0.000597,0.003595,48.683,0.99966,0.003679,0.06212,9.6224,16111.4,,,8
task_attr_mod_color_136767,disp_k8,0.25,32,8,0.12,16,0,0.00569,0.025049,40.813,0.99793,0.009105,0.15743,20.5627,3613.74,,,8
task_attr_mod_color_136767,disp_k8,0.5,32,8,0.12,16,0,0.02007,0.062938,34.976,0.99205,0.017832,0.30745,31.1436,1551.75,,,8
task_attr_mod_color_136767,disp_k8,1.0,32,8,0.12,16,0,0.049428,0.123974,29.464,0.97141,0.033635,0.53578,46.1322,933.33,,,8
task_attr_mod_color_136767,disp_k8,2.0,32,8,0.12,16,0,0.096973,0.20165,24.978,0.91318,0.056379,0.73344,60.6812,625.76,,,8
task_attr_mod_color_136767,disp_kfull,0.1,32,8,0.12,16,0,0.000465,0.001561,53.974,0.99975,0.001999,0.02156,7.4447,15994.51,,,
task_attr_mod_color_136767,disp_kfull,0.2,32,8,0.12,16,0,0.003141,0.008104,47.965,0.99902,0.003996,0.04285,12.9253,4114.82,,,
task_attr_mod_color_136767,disp_kfull,0.4,32,8,0.12,16,0,0.01477,0.029022,41.916,0.99616,0.00802,0.08441,21.0331,1424.03,,,
task_attr_mod_color_136767,disp_kfull,0.8,32,8,0.12,16,0,0.040819,0.067953,35.699,0.98551,0.016408,0.16726,32.0008,783.96,,,
task_attr_mod_color_136767,disp_kfull,1.6,32,8,0.12,16,0,0.098624,0.146012,29.057,0.9459,0.035251,0.37614,48.8625,495.44,,,
task_attr_mod_color_136767,disp_kfull,3.141592653589793,32,8,0.12,16,0,0.204417,0.318426,22.76,0.81218,0.072774,0.6892,73.8536,361.29,,,
task_attr_mod_color_136767,warp_smooth,0.25,32,8,0.12,16,0,0.004224,0.009594,36.917,0.99625,0.014261,0.2328,16.0097,3790.23,0.0,16,
task_attr_mod_color_136767,warp_smooth,0.5,32,8,0.12,16,0,0.009516,0.025588,31.157,0.98535,0.02768,0.44506,24.8183,2608.11,0.0,16,
task_attr_mod_color_136767,warp_smooth,1.0,32,8,0.12,16,0,0.015511,0.045883,25.699,0.94716,0.051887,0.71742,33.6595,2170.0,0.00053,16,
task_attr_mod_color_136767,warp_smooth,2.0,32,8,0.12,16,0,0.028548,0.088094,21.323,0.84784,0.085869,0.9092,50.9584,1785.02,0.00282,16,
task_attr_mod_color_136767,warp_smooth,4.0,32,8,0.12,16,0,0.063309,0.169005,17.919,0.68367,0.12707,0.98008,76.6817,1211.22,0.00745,16,
task_attr_mod_color_136767,warp_smooth,8.0,32,8,0.12,16,0,0.151571,0.305016,15.323,0.52198,0.171332,0.99585,98.3027,648.56,0.01668,16,
task_attr_mod_color_136767,warp_fold,0.25,32,8,0.12,16,0,0.007741,0.011085,36.817,0.99616,0.014427,0.23591,16.5583,2139.05,0.0,64,
task_attr_mod_color_136767,warp_fold,0.5,32,8,0.12,16,0,0.023649,0.036536,31.045,0.98501,0.028039,0.42614,24.5792,1039.34,0.0,64,
task_attr_mod_color_136767,warp_fold,1.0,32,8,0.12,16,0,0.064945,0.095245,25.538,0.94517,0.052854,0.82381,35.5146,546.85,0.00075,64,
task_attr_mod_color_136767,warp_fold,2.0,32,8,0.12,16,0,0.157701,0.2173,21.288,0.84158,0.086219,0.93632,54.3218,344.46,0.00329,64,
task_attr_mod_color_136767,warp_fold,4.0,32,8,0.12,16,0,0.280865,0.371058,18.024,0.67031,0.125543,0.9931,78.8593,280.77,0.08591,64,
task_attr_mod_color_136767,warp_fold,8.0,32,8,0.12,16,0,0.33765,0.461904,15.391,0.49073,0.169992,0.98993,95.2952,282.23,0.32871,64,
task_attr_mod_color_184837,disp_k1,0.05,32,8,0.12,16,0,8.8e-05,0.000173,49.985,0.99987,0.003166,0.03691,4.0482,46077.29,,,1
task_attr_mod_color_184837,disp_k1,0.1,32,8,0.12,16,0,0.000359,0.000663,43.974,0.99949,0.006328,0.07275,7.635,21260.29,,,1
task_attr_mod_color_184837,disp_k1,0.25,32,8,0.12,16,0,0.001877,0.003778,36.058,0.99679,0.015743,0.17581,12.612,6718.96,,,1
task_attr_mod_color_184837,disp_k1,0.5,32,8,0.12,16,0,0.006131,0.012778,30.18,0.98734,0.030973,0.33682,19.8021,3229.81,,,1
task_attr_mod_color_184837,disp_k1,1.0,32,8,0.12,16,0,0.015453,0.038665,24.695,0.95271,0.058241,0.58758,31.997,2070.61,,,1
task_attr_mod_color_184837,disp_k1,2.0,32,8,0.12,16,0,0.046534,0.099961,20.393,0.8522,0.095576,0.70397,48.3122,1038.22,,,1
task_attr_mod_color_184837,disp_k2,0.05,32,8,0.12,16,0,8.4e-05,0.000269,50.307,0.99988,0.003051,0.03203,3.8272,45603.45,,,2
task_attr_mod_color_184837,disp_k2,0.1,32,8,0.12,16,0,0.000367,0.00106,44.297,0.99951,0.006096,0.06404,7.2967,19886.11,,,2
task_attr_mod_color_184837,disp_k2,0.25,32,8,0.12,16,0,0.002441,0.006314,36.385,0.99697,0.015162,0.15801,14.1788,5808.49,,,2
task_attr_mod_color_184837,disp_k2,0.5,32,8,0.12,16,0,0.007969,0.022334,30.508,0.98809,0.029828,0.29421,23.7597,2981.64,,,2
task_attr_mod_color_184837,disp_k2,1.0,32,8,0.12,16,0,0.024001,0.066169,25.005,0.95534,0.0562,0.51651,36.2494,1510.33,,,2
task_attr_mod_color_184837,disp_k2,2.0,32,8,0.12,16,0,0.065322,0.152852,20.615,0.85679,0.093167,0.79702,53.2085,814.56,,,2
task_attr_mod_color_184837,disp_k3,0.05,32,8,0.12,16,0,0.000138,0.000338,50.351,0.99988,0.003035,0.02823,3.0117,21779.18,,,3
task_attr_mod_color_184837,disp_k3,0.1,32,8,0.12,16,0,0.000415,0.001339,44.341,0.99953,0.006066,0.05605,6.7256,16193.63,,,3
task_attr_mod_color_184837,disp_k3,0.25,32,8,0.12,16,0,0.002211,0.008129,36.429,0.99708,0.015085,0.13812,13.7447,6216.59,,,3
task_attr_mod_color_184837,disp_k3,0.5,32,8,0.12,16,0,0.007229,0.029133,30.554,0.98852,0.029669,0.2653,23.9958,3319.42,,,3
task_attr_mod_color_184837,disp_k3,1.0,32,8,0.12,16,0,0.024128,0.084033,25.066,0.95668,0.055805,0.45238,39.1299,1621.74,,,3
task_attr_mod_color_184837,disp_k3,2.0,32,8,0.12,16,0,0.067925,0.172644,20.77,0.85979,0.091521,0.70991,54.7719,806.36,,,3
task_attr_mod_color_184837,disp_k4,0.05,32,8,0.12,16,0,0.000115,0.000358,50.428,0.99988,0.003009,0.03131,3.7342,32596.27,,,4
task_attr_mod_color_184837,disp_k4,0.1,32,8,0.12,16,0,0.000415,0.001485,44.417,0.99952,0.006013,0.06288,7.443,17925.98,,,4
task_attr_mod_color_184837,disp_k4,0.25,32,8,0.12,16,0,0.002275,0.009514,36.5,0.997,0.014963,0.15569,15.838,6962.14,,,4
task_attr_mod_color_184837,disp_k4,0.5,32,8,0.12,16,0,0.008297,0.033628,30.608,0.9882,0.029484,0.29106,25.9978,3133.3,,,4
task_attr_mod_color_184837,disp_k4,1.0,32,8,0.12,16,0,0.028961,0.093261,25.067,0.9556,0.0558,0.54313,41.2065,1422.85,,,4
task_attr_mod_color_184837,disp_k4,2.0,32,8,0.12,16,0,0.076102,0.186492,20.716,0.85831,0.092083,0.7451,56.3326,740.22,,,4
task_attr_mod_color_184837,disp_k8,0.05,32,8,0.12,16,0,9.8e-05,0.0004,51.578,0.9999,0.002635,0.02532,5.4876,56002.11,,,8
task_attr_mod_color_184837,disp_k8,0.1,32,8,0.12,16,0,0.000295,0.001715,45.57,0.99961,0.005265,0.05135,8.2003,27782.46,,,8
task_attr_mod_color_184837,disp_k8,0.25,32,8,0.12,16,0,0.001972,0.011116,37.652,0.9976,0.013103,0.13492,15.0556,7633.45,,,8
task_attr_mod_color_184837,disp_k8,0.5,32,8,0.12,16,0,0.008817,0.038793,31.759,0.99049,0.025826,0.28381,25.797,2925.66,,,8
task_attr_mod_color_184837,disp_k8,1.0,32,8,0.12,16,0,0.034228,0.108783,26.204,0.96369,0.048956,0.48136,41.1153,1201.23,,,8
task_attr_mod_color_184837,disp_k8,2.0,32,8,0.12,16,0,0.096151,0.219826,21.71,0.87824,0.082128,0.60317,58.0442,603.68,,,8
task_attr_mod_color_184837,disp_kfull,0.1,32,8,0.12,16,0,0.000379,0.000648,50.933,0.99979,0.002838,0.0197,4.0883,10783.0,,,
task_attr_mod_color_184837,disp_kfull,0.2,32,8,0.12,16,0,0.001755,0.002697,44.901,0.99914,0.005687,0.04021,7.4441,4242.67,,,
task_attr_mod_color_184837,disp_kfull,0.4,32,8,0.12,16,0,0.007254,0.010736,38.816,0.99653,0.011459,0.08326,15.1482,2088.18,,,
task_attr_mod_color_184837,disp_kfull,0.8,32,8,0.12,16,0,0.024317,0.037413,32.553,0.9856,0.02357,0.17417,27.3749,1125.76,,,
task_attr_mod_color_184837,disp_kfull,1.6,32,8,0.12,16,0,0.093673,0.128327,25.859,0.93401,0.050939,0.34909,45.1288,481.77,,,
task_attr_mod_color_184837,disp_kfull,3.141592653589793,32,8,0.12,16,0,0.243423,0.389117,19.525,0.70235,0.105616,0.70651,80.1384,329.21,,,
task_attr_mod_color_184837,warp_smooth,0.25,32,8,0.12,16,0,0.008856,0.011041,33.853,0.99397,0.020292,0.19704,18.8434,2127.78,0.0,16,
task_attr_mod_color_184837,warp_smooth,0.5,32,8,0.12,16,0,0.02132,0.031945,28.08,0.97626,0.039445,0.37008,27.656,1297.16,0.0,16,
task_attr_mod_color_184837,warp_smooth,1.0,32,8,0.12,16,0,0.037715,0.065939,22.595,0.91389,0.074176,0.65278,39.9627,1059.6,0.00053,16,
task_attr_mod_color_184837,warp_smooth,2.0,32,8,0.12,16,0,0.069113,0.130304,18.433,0.75054,0.119768,0.86568,59.2006,856.58,0.00282,16,
task_attr_mod_color_184837,warp_smooth,4.0,32,8,0.12,16,0,0.116511,0.233368,15.503,0.49302,0.167822,0.91385,85.9564,737.75,0.00745,16,
task_attr_mod_color_184837,warp_smooth,8.0,32,8,0.12,16,0,0.181665,0.370829,13.481,0.28797,0.211823,0.95747,106.0872,583.97,0.01668,16,
task_attr_mod_color_184837,warp_fold,0.25,32,8,0.12,16,0,0.015113,0.014145,33.694,0.99387,0.020669,0.22829,19.7969,1309.88,0.0,64,
task_attr_mod_color_184837,warp_fold,0.5,32,8,0.12,16,0,0.045014,0.046855,27.926,0.97588,0.040152,0.46177,29.9978,666.41,0.0,64,
task_attr_mod_color_184837,warp_fold,1.0,32,8,0.12,16,0,0.096982,0.111677,22.458,0.91193,0.075352,0.74302,42.7506,440.81,0.00075,64,
task_attr_mod_color_184837,warp_fold,2.0,32,8,0.12,16,0,0.168129,0.24787,18.424,0.75012,0.11989,0.86047,60.1155,357.56,0.00329,64,
task_attr_mod_color_184837,warp_fold,4.0,32,8,0.12,16,0,0.251474,0.422568,15.535,0.49542,0.167199,0.94134,83.7184,332.91,0.08591,64,
task_attr_mod_color_184837,warp_fold,8.0,32,8,0.12,16,0,0.304424,0.514551,13.626,0.28516,0.208308,0.9395,101.658,333.94,0.32871,64,
task_attr_mod_color_32648,disp_k1,0.05,32,8,0.12,16,0,7.9e-05,7.3e-05,63.444,0.99998,0.000665,0.02579,2.0627,26137.79,,,1
task_attr_mod_color_32648,disp_k1,0.1,32,8,0.12,16,0,0.000169,0.000285,57.501,0.99992,0.00133,0.05214,3.695,21905.35,,,1
task_attr_mod_color_32648,disp_k1,0.25,32,8,0.12,16,0,0.000546,0.001737,49.599,0.99953,0.00331,0.13238,7.3206,13416.95,,,1
task_attr_mod_color_32648,disp_k1,0.5,32,8,0.12,16,0,0.002001,0.006218,43.717,0.99818,0.006518,0.25488,13.5172,6756.48,,,1
task_attr_mod_color_32648,disp_k1,1.0,32,8,0.12,16,0,0.008323,0.019043,38.242,0.99329,0.012243,0.4276,20.8525,2505.35,,,1
task_attr_mod_color_32648,disp_k1,2.0,32,8,0.12,16,0,0.024723,0.052857,33.936,0.97942,0.0201,0.60723,31.1903,1261.57,,,1
task_attr_mod_color_32648,disp_k2,0.05,32,8,0.12,16,0,2.4e-05,0.000112,63.235,0.99998,0.000682,0.02394,2.4833,104680.29,,,2
task_attr_mod_color_32648,disp_k2,0.1,32,8,0.12,16,0,0.000123,0.000483,57.297,0.99992,0.001361,0.04723,4.0345,32921.95,,,2
task_attr_mod_color_32648,disp_k2,0.25,32,8,0.12,16,0,0.001124,0.003445,49.421,0.99949,0.003379,0.11105,9.5713,8515.17,,,2
task_attr_mod_color_32648,disp_k2,0.5,32,8,0.12,16,0,0.004341,0.012687,43.59,0.998,0.006614,0.2128,16.0254,3691.32,,,2
task_attr_mod_color_32648,disp_k2,1.0,32,8,0.12,16,0,0.014224,0.035399,38.22,0.99262,0.012274,0.39247,25.0962,1764.35,,,2
task_attr_mod_color_32648,disp_k2,2.0,32,8,0.12,16,0,0.03779,0.081629,34.103,0.97842,0.019718,0.60772,36.183,957.48,,,2
task_attr_mod_color_32648,disp_k3,0.05,32,8,0.12,16,0,4.6e-05,0.000136,63.133,0.99998,0.00069,0.01726,2.2002,47567.52,,,3
task_attr_mod_color_32648,disp_k3,0.1,32,8,0.12,16,0,0.000183,0.000681,57.194,0.99991,0.001378,0.03411,4.5382,24784.73,,,3
task_attr_mod_color_32648,disp_k3,0.25,32,8,0.12,16,0,0.001543,0.005231,49.331,0.99946,0.003414,0.0814,11.4374,7410.53,,,3
task_attr_mod_color_32648,disp_k3,0.5,32,8,0.12,16,0,0.00475,0.01718,43.538,0.99789,0.006653,0.16257,17.737,3734.37,,,3
task_attr_mod_color_32648,disp_k3,1.0,32,8,0.12,16,0,0.014328,0.044701,38.255,0.99234,0.012225,0.32536,27.1198,1892.83,,,3
task_attr_mod_color_32648,disp_k3,2.0,32,8,0.12,16,0,0.03935,0.092788,34.306,0.97776,0.019261,0.51605,37.9267,963.83,,,3
task_attr_mod_color_32648,disp_k4,0.05,32,8,0.12,16,0,4.5e-05,0.000219,63.432,0.99998,0.000666,0.01653,3.294,72812.09,,,4
task_attr_mod_color_32648,disp_k4,0.1,32,8,0.12,16,0,0.000298,0.001104,57.499,0.99991,0.00133,0.03313,4.8152,16169.97,,,4
task_attr_mod_color_32648,disp_k4,0.25,32,8,0.12,16,0,0.002732,0.007278,49.618,0.99943,0.003303,0.08184,11.9974,4390.8,,,4
task_attr_mod_color_32648,disp_k4,0.5,32,8,0.12,16,0,0.008135,0.021122,43.756,0.9978,0.006489,0.16602,18.635,2290.73,,,4
task_attr_mod_color_32648,disp_k4,1.0,32,8,0.12,16,0,0.020108,0.049308,38.297,0.99209,0.012166,0.31606,27.795,1382.31,,,4
task_attr_mod_color_32648,disp_k4,2.0,32,8,0.12,16,0,0.046472,0.096752,34.251,0.97776,0.019383,0.54367,39.5602,851.28,,,4
task_attr_mod_color_32648,disp_k8,0.05,32,8,0.12,16,0,5.9e-05,0.000237,64.18,0.99998,0.00061,0.01646,3.0531,51844.18,,,8
task_attr_mod_color_32648,disp_k8,0.1,32,8,0.12,16,0,0.000361,0.001339,58.259,0.99992,0.001218,0.03314,5.3162,14717.9,,,8
task_attr_mod_color_32648,disp_k8,0.25,32,8,0.12,16,0,0.003229,0.009661,50.38,0.99953,0.003025,0.083,11.8399,3666.77,,,8
task_attr_mod_color_32648,disp_k8,0.5,32,8,0.12,16,0,0.009238,0.024778,44.519,0.99817,0.005943,0.16386,20.2926,2196.68,,,8
task_attr_mod_color_32648,disp_k8,1.0,32,8,0.12,16,0,0.022758,0.054919,39.06,0.99327,0.011142,0.33219,30.1522,1324.89,,,8
task_attr_mod_color_32648,disp_k8,2.0,32,8,0.12,16,0,0.04935,0.106782,34.733,0.97973,0.018337,0.49158,41.152,833.88,,,8
task_attr_mod_color_32648,disp_kfull,0.1,32,8,0.12,16,0,0.000928,0.000429,61.841,0.99994,0.000803,0.01459,3.7325,4022.43,,,
task_attr_mod_color_32648,disp_kfull,0.2,32,8,0.12,16,0,0.002798,0.002467,55.878,0.99976,0.001604,0.02918,7.5674,2705.02,,,
