image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_obj_add_13726,phase,native,identity,0.39239,0.09698,0.39239,0.09698,1.0,0.8,True,887.2
task_obj_add_13726,phase,native,blur1,0.33381,0.00026,0.39239,0.09698,0.85069,0.8,True,887.2
task_obj_add_13726,phase,native,jpeg75,0.28857,0.00531,0.39239,0.09698,0.73542,0.8,True,887.2
task_obj_add_13726,phase,native,crop_resize0.1,0.60643,0.00054,0.39239,0.09698,1.54547,0.8,True,887.2
