condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
photoguard_c,dog_03,0.5,0.5016838312149048,5.5,4.28296900082808,26.41412353515625,0.9137254953384399,0.8405405879020691,0.35891982913017273,0.9317423105239868,0.5016838312149048,0.10726213455200195,1.2744700908660889,0.04778514429926872,0.14304988086223602
