image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,advdrop,instruct-pix2pix,turn the color of potted plant to pink,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.09934,0.99132,41.319,0.84134,0.02103,0.11585,0.96454,29.713,0.65324,0.03668,0.08432,0.00859,0.97862,0.98571,False,0.837,78.6
task_attr_mod_color_136767,advdrop,instruct-pix2pix,turn the color of astronaut to pink,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.04493,0.99011,40.792,0.83301,0.00732,0.06539,0.95612,31.931,0.62086,0.0188,0.08375,0.00913,0.99536,0.99427,False,0.837,63.5
task_attr_mod_color_184837,advdrop,instruct-pix2pix,turn the color of frame to pink,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.03241,0.99386,39.096,0.84266,0.0061,0.05946,0.95359,27.702,0.5797,0.05785,0.09928,0.0111,0.99611,0.98453,False,0.837,63.6
task_attr_mod_color_32648,advdrop,instruct-pix2pix,turn the color of potion bottle to orange,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.11493,0.98875,44.948,0.76466,0.01809,0.11025,0.95738,33.816,0.67952,0.03275,0.06689,0.00566,0.99557,0.98634,False,0.837,63.6
task_attr_mod_color_6205,advdrop,instruct-pix2pix,turn the color of toolbox to red,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.06568,0.99141,42.106,0.84552,0.00808,0.06867,0.97296,34.133,0.72759,0.01824,0.07378,0.00785,0.99522,0.99224,False,0.837,63.7
task_env_weather_112463,advdrop,instruct-pix2pix,transform the setting to spring with blooming flowers,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.08122,0.98928,42.598,0.87643,0.013,0.18253,0.86076,23.562,0.51589,0.08578,0.0673,0.00741,0.96844,0.97276,False,0.837,63.6
task_env_weather_246440,advdrop,instruct-pix2pix,transform the setting to autumn with falling leaves,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.01636,0.99465,39.499,0.86495,0.00197,0.10484,0.9146,25.763,0.46449,0.04842,0.09509,0.01059,0.99308,0.98741,False,0.837,63.7
task_env_weather_63722,advdrop,instruct-pix2pix,change the setting to a snowy landscape,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.10858,0.98766,39.323,0.7982,0.02065,0.13418,0.95022,29.133,0.52717,0.03445,0.08795,0.01081,0.98926,0.98215,False,0.837,63.6
task_obj_add_40931,advdrop,instruct-pix2pix,Add the blood on snout,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.0795,0.99173,38.853,0.82336,0.01119,0.1091,0.9263,27.108,0.53158,0.04475,0.09071,0.01141,0.98575,0.97008,False,0.837,63.6
task_obj_remove_380621,advdrop,instruct-pix2pix,Remove iceberg,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.09488,0.98763,39.45,0.80695,0.01459,0.13658,0.90825,26.168,0.47339,0.04842,0.08844,0.01065,0.99622,0.98291,False,0.837,63.7
task_obj_swap_joint_mask_276754,advdrop,instruct-pix2pix,Replace the satellite dish with rocket,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.06161,0.99102,37.721,0.76211,0.00841,0.02357,0.98029,33.477,0.58104,0.02974,0.103,0.013,0.99682,0.99495,False,0.837,63.5
task_obj_swap_joint_mask_533428,advdrop,instruct-pix2pix,Replace the samurai armor with red jacket,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.06951,0.9879,38.814,0.81462,0.00903,0.22054,0.80417,20.566,0.37592,0.09541,0.08354,0.01146,0.9901,0.98432,False,0.837,63.6
task_obj_swap_rand_mask_417469,advdrop,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,220.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.06323,0.98804,40.227,0.82046,0.00827,0.08311,0.94922,29.801,0.57837,0.02653,0.09412,0.00974,0.99306,0.98749,False,0.837,63.6
