image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,cdev_mean,cdev_max,cdev_p99,matrix_tv,grid_size
car_00,C,32,a wrecked car after an accident,60,60,,10,10,1,147.0,rotate,0,0.0,,,10320.2,1.29,511.6666666666667,94.0,20.0,,,,0.16702242195606232,0.13905328512191772,0.02796914055943489,0.3609467148780823,29.41180419921875,0.38650694489479065,29.41180419921875,0.38650694489479065,0.9676315784454346,0.02796914055943489,0.38351622223854065,1.961186408996582,1.0301953554153442,0.5381292700767517,32
car_01,C,32,a wrecked car after an accident,60,60,,10,10,1,146.9,rotate,0,0.0,,,10323.2,4.5,511.6666666666667,43.333333333333336,13.333333333333334,,,,0.13420452177524567,0.11097291111946106,0.023231614381074905,0.38902708888053894,37.285301208496094,0.11109662055969238,37.285301208496094,0.11109662055969238,0.9964449405670166,0.023231614381074905,0.4538392424583435,1.4427447319030762,1.0333359241485596,0.5466670393943787,32
