step,note,random_seed,init_std,site,fid_acut,fid_pen_acut,fid_chroma,fid_pen_chroma,fid_linf_total,fid_psnr_total,fid_lpips,fid_lpips_rel,fid_ssim,fid_linf,fid_psnr,fid_pen_linf,fid_pen_lpips,fid_pen_psnr,align_loss,align_psnr_floor,align_tau_acut,align_tau_chroma,align_tau_lpips,align_best_step
0,random control：無最佳化,2574787942,0.5,apa,,,,,,,,,,,,,,,,,,,,
0,,,,,0.08344453573226929,0.0,0.9399428963661194,0.0,0.5460140705108643,26.330976486206055,0.1403488665819168,0.1403488665819168,0.8734781742095947,0.5460140705108643,26.330976486206055,0.48601406812667847,1.4901161193847656e-08,0.0,1.4901161193847656e-06,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
1,,,,,0.09091383218765259,0.007469266653060913,0.9236739873886108,0.0,0.5283161401748657,26.395843505859375,0.13977570831775665,0.13977570831775665,0.8740350008010864,0.5283161401748657,26.395843505859375,0.46831613779067993,0.0,0.0,0.7469266653060913,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
2,,,,,0.08446791768074036,0.0010233521461486816,0.9165573716163635,0.0,0.5234383344650269,26.401451110839844,0.1394972801208496,0.1394972801208496,0.8742469549179077,0.5234383344650269,26.401451110839844,0.46343833208084106,0.0,0.0,0.10233521461486816,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
3,,,,,0.07664048671722412,0.0,0.9122176766395569,0.0,0.5226548314094543,26.389678955078125,0.13933321833610535,0.13933321833610535,0.874334990978241,0.5226548314094543,26.389678955078125,0.46265482902526855,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
4,,,,,0.07297585904598236,0.0,0.9096996188163757,0.0,0.5214747190475464,26.37679672241211,0.13925442099571228,0.13925442099571228,0.8743650913238525,0.5214747190475464,26.37679672241211,0.4614747166633606,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
5,,,,,0.07135556638240814,0.0,0.9082676768302917,0.0,0.5201153755187988,26.363872528076172,0.13921329379081726,0.13921329379081726,0.8743623495101929,0.5201153755187988,26.363872528076172,0.46011537313461304,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
6,,,,,0.07094398140907288,0.0,0.907528817653656,0.0,0.5187007188796997,26.35133934020996,0.13919365406036377,0.13919365406036377,0.8743420839309692,0.5187007188796997,26.35133934020996,0.4587007164955139,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
7,,,,,0.07086837291717529,0.0,0.9072554111480713,0.0,0.5172936916351318,26.33942413330078,0.13918732106685638,0.13918732106685638,0.8743101954460144,0.5172936916351318,26.33942413330078,0.45729368925094604,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
8,,,,,0.07112367451190948,0.0,0.9073008894920349,0.0,0.5159413814544678,26.328222274780273,0.13918839395046234,0.13918839395046234,0.8742730617523193,0.5159413814544678,26.328222274780273,0.455941379070282,0.0,0.00275421142578125,0.00275421142578125,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
9,,,,,0.07119756937026978,0.0,0.907726526260376,0.0,0.507435142993927,26.342674255371094,0.13916411995887756,0.13916411995887756,0.8744338750839233,0.507435142993927,26.342674255371094,0.4474351406097412,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
10,,,,,0.07163862884044647,0.0,0.9083125591278076,0.0,0.49968037009239197,26.354862213134766,0.1391509771347046,0.1391509771347046,0.8745678663253784,0.49968037009239197,26.354862213134766,0.4396803677082062,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
11,,,,,0.07270577549934387,0.0,0.9090187549591064,0.0,0.49265891313552856,26.365224838256836,0.13913901150226593,0.13913901150226593,0.8746814131736755,0.49265891313552856,26.365224838256836,0.4326589107513428,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
12,,,,,0.0736699178814888,0.0,0.9097580909729004,0.0,0.48632529377937317,26.374109268188477,0.1391250640153885,0.1391250640153885,0.8747782707214355,0.48632529377937317,26.374109268188477,0.4263252913951874,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
13,,,,,0.07454276829957962,0.0,0.9104948043823242,0.0,0.4806292951107025,26.38177490234375,0.13911326229572296,0.13911326229572296,0.8748600482940674,0.4806292951107025,26.38177490234375,0.4206292927265167,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
14,,,,,0.07532653212547302,0.0,0.9112176895141602,0.0,0.47551336884498596,26.388418197631836,0.13910289108753204,0.13910289108753204,0.8749305009841919,0.47551336884498596,26.388418197631836,0.41551336646080017,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
15,,,,,0.07605278491973877,0.0,0.9119189977645874,0.0,0.4747558832168579,26.39419937133789,0.13909070193767548,0.13909070193767548,0.8749896287918091,0.4747558832168579,26.39419937133789,0.4147558808326721,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
16,,,,,0.07673151791095734,0.0,0.912592887878418,0.0,0.47475412487983704,26.399261474609375,0.1390843689441681,0.1390843689441681,0.8750416040420532,0.47475412487983704,26.399261474609375,0.41475412249565125,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
17,,,,,0.07740046083927155,0.0,0.9132315516471863,0.0,0.4747585952281952,26.403730392456055,0.13908448815345764,0.13908448815345764,0.8750869631767273,0.4747585952281952,26.403730392456055,0.4147585928440094,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
18,,,,,0.07800865918397903,0.0,0.9138375520706177,0.0,0.47476834058761597,26.407699584960938,0.13908803462982178,0.13908803462982178,0.8751266002655029,0.47476834058761597,26.407699584960938,0.4147683382034302,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
19,,,,,0.07863520830869675,0.0,0.9144070744514465,0.0,0.47477883100509644,26.411239624023438,0.1390911042690277,0.1390911042690277,0.8751616477966309,0.47477883100509644,26.411239624023438,0.41477882862091064,0.0,0.0,0.0,26.330976486206055,0.08344456553459167,0.9399434328079224,0.14034885168075562,3
