condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
Ra,dog_03,0.5,0.49912217259407043,4.25,4.430833135655338,17.14111328125,0.9213944673538208,0.4908241033554077,0.11958162486553192,0.7233616709709167,0.49912217259407043,0.31512928009033203,2.515831708908081,0.13897743821144104,0.58001708984375
