image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
woman_00,photoguard_c,0.0,6285.8,0.3217,0.9644,0.031,40.8988,0.9859,4.6858,0.498,0.5602,0.237,0.243,-0.006,0.0488,0.0656,-0.0167
woman_01,photoguard_c,0.0,6293.5,0.4119,0.9819,0.0584,40.8965,0.9608,3.5534,0.3424,0.4272,0.208,0.2084,-0.0004,0.0388,0.0622,-0.0233
