image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17061,0.94413,26.106,0.49022,0.08432,0.23459,0.83158,20.842,0.34994,0.15666,0.72289,0.04951,37.9
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24697,0.91881,26.636,0.43575,0.15526,0.31342,0.73646,21.131,0.29322,0.22416,0.51809,0.04658,38.1
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31871,0.83232,21.102,0.3599,0.20096,0.44528,0.53866,16.276,0.24346,0.29387,0.71474,0.08808,38.6
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18779,0.98415,38.866,0.61907,0.05148,0.19513,0.83907,20.154,0.57887,0.1798,0.26162,0.01139,38.7
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1775,0.94209,29.242,0.53602,0.13822,0.36312,0.67698,11.705,0.38447,0.23679,0.52464,0.03451,39.0
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22434,0.91701,29.306,0.53063,0.06759,0.32221,0.69364,19.259,0.28675,0.14202,0.44364,0.03425,39.1
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24963,0.93935,30.14,0.5194,0.061,0.31307,0.83772,23.443,0.31507,0.12372,0.47722,0.03112,39.1
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26558,0.8875,29.462,0.49055,0.0907,0.62483,0.65002,13.95,0.35239,0.35089,0.32453,0.03364,39.3
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27795,0.8255,19.305,0.3616,0.13743,0.4532,0.46534,16.151,0.14703,0.24089,0.90588,0.10833,39.2
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21585,0.91774,24.526,0.42236,0.11053,0.30113,0.76882,19.625,0.25504,0.17828,0.55581,0.05939,39.3
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28947,0.86944,24.668,0.38961,0.14929,0.45749,0.58242,17.803,0.18025,0.30546,0.7167,0.05842,39.4
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18188,0.94483,28.162,0.53894,0.11937,0.29253,0.82279,19.415,0.39695,0.20805,0.57377,0.03908,39.4
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38112,0.87679,24.631,0.38725,0.1163,0.39291,0.58068,18.616,0.23975,0.24176,0.58499,0.05867,39.4
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17281,0.95559,33.831,0.64175,0.0729,0.21995,0.85966,25.922,0.56761,0.15019,0.48709,0.02034,39.4
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19468,0.90793,25.328,0.55229,0.08862,0.26801,0.80503,22.028,0.38259,0.11898,0.52085,0.05415,39.5
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31226,0.88162,23.713,0.45892,0.09529,0.49093,0.41486,15.395,0.05623,0.27588,0.69102,0.06522,39.3
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27448,0.95698,31.86,0.60102,0.06634,0.27685,0.82643,22.861,0.39712,0.14571,0.38368,0.02553,39.5
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27021,0.9199,26.525,0.51916,0.10729,0.48334,0.61635,14.875,0.21586,0.26739,0.73565,0.04718,39.4
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33489,0.86077,23.628,0.36978,0.13695,0.4051,0.62263,18.283,0.26527,0.24695,0.69632,0.06586,39.5
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.16997,0.97089,35.608,0.72994,0.06878,0.28469,0.81674,21.667,0.57367,0.16958,0.28587,0.01658,39.6
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41631,0.81011,24.674,0.23159,0.1589,0.38434,0.76029,17.513,0.14549,0.262,0.54742,0.05838,39.4
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34906,0.86124,23.051,0.37999,0.14846,0.50961,0.46867,14.811,0.14088,0.29592,0.66929,0.07038,39.5
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29912,0.92881,31.574,0.46049,0.13203,0.42005,0.73302,16.494,0.29458,0.27851,0.45487,0.02638,39.4
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41609,0.81925,23.935,0.31193,0.18429,0.55493,0.45115,17.38,0.14939,0.32149,0.92893,0.06357,39.3
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28533,0.89512,25.846,0.41961,0.10401,0.38866,0.65655,19.392,0.2983,0.21351,0.71155,0.05101,39.4
