strength,image_id,group,clip_orig,clip_edit,siglip_orig,siglip_edit,effect_clip,effect_siglip
0.3,horse_00,horse,0.23933584988117218,0.2983703315258026,0.07480263710021973,0.11929088085889816,0.05903448164463043,0.044488243758678436
0.3,horse_03,horse,0.22133968770503998,0.2505471408367157,0.03416864946484566,0.10636502504348755,0.02920745313167572,0.07219637557864189
0.3,woman_03,woman,0.17394229769706726,0.17474541068077087,0.000942617654800415,0.014462548308074474,0.0008031129837036133,0.01351993065327406
0.4,horse_00,horse,0.23933584988117218,0.310649573802948,0.07480263710021973,0.11700542271137238,0.07131372392177582,0.04220278561115265
0.4,horse_03,horse,0.22133968770503998,0.26308029890060425,0.03416864946484566,0.11707419157028198,0.04174061119556427,0.08290554210543633
0.4,woman_03,woman,0.17394229769706726,0.24046966433525085,0.000942617654800415,0.08798478543758392,0.0665273666381836,0.08704216778278351
0.5,horse_00,horse,0.23933584988117218,0.3054099977016449,0.07480263710021973,0.11482666432857513,0.06607414782047272,0.04002402722835541
0.5,horse_03,horse,0.22133968770503998,0.2913724482059479,0.03416864946484566,0.1169724091887474,0.0700327605009079,0.08280375972390175
0.5,woman_03,woman,0.17394229769706726,0.23330272734165192,0.000942617654800415,0.0786033421754837,0.059360429644584656,0.07766072452068329
0.6,horse_00,horse,0.23933584988117218,0.30538690090179443,0.07480263710021973,0.11694612354040146,0.06605105102062225,0.04214348644018173
0.6,horse_03,horse,0.22133968770503998,0.3059319853782654,0.03416864946484566,0.11966981738805771,0.0845922976732254,0.08550116792321205
0.6,woman_03,woman,0.17394229769706726,0.2362149953842163,0.000942617654800415,0.07471734285354614,0.06227269768714905,0.07377472519874573
0.7,horse_00,horse,0.23933584988117218,0.2879076898097992,0.07480263710021973,0.09746664017438889,0.048571839928627014,0.02266400307416916
0.7,horse_03,horse,0.22133968770503998,0.3215457797050476,0.03416864946484566,0.11322063952684402,0.10020609200000763,0.07905199006199837
0.7,woman_03,woman,0.17394229769706726,0.2310069501399994,0.000942617654800415,0.06299231946468353,0.05706465244293213,0.06204970180988312
0.8,horse_00,horse,0.23933584988117218,0.3068472743034363,0.07480263710021973,0.11695952713489532,0.0675114244222641,0.0421568900346756
0.8,horse_03,horse,0.22133968770503998,0.3229868412017822,0.03416864946484566,0.11829061061143875,0.10164715349674225,0.0841219611465931
0.8,woman_03,woman,0.17394229769706726,0.24564272165298462,0.000942617654800415,0.08748136460781097,0.07170042395591736,0.08653874695301056
