condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
N1,cat_02,0.1,0.1048160195350647,1.25,5.9906174187009045,27.660539627075195,0.5747318267822266,0.9271723628044128,0.3544329106807709,0.9601700305938721,0.1048160195350647,0.027410268783569336,1.0238417387008667,0.04139728471636772,0.09931564331054688,1.3432865142822266,5.581803798675537,3.2944698333740234,2.833543300628662,32
