image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,coarsen,warp_grid,update,step_size,saturate_at,warp_init_std,dct_mode,dct_qd,dct_pairing,dct_gate,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,stage2_steps,stage2_ops,stage2_order,stage2_step_scale,stage2_trust,stage2_check_every,stage2_ramp,stage2_reverts,stage2_checks,stage2_steps_run,stage2_alpha_init,stage2_alpha_final,stage2_gain_stage1,stage2_gain_final,stage2_gain_ratio,stage2_stopped_early,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,1.0,none,0.0,400,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0,20,400,0.0016,0.0016,54.148418,54.2393,1.001678,0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53623,0.92472,24.234,0.25828,0.13138,0.59749,0.47167,9.909,0.14239,0.32839,0.67852,0.06142,0.75412,0.68807,True,0.837,553.8
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,1.0,none,0.0,400,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0,20,400,0.0016,0.0016,74.449306,74.18211,0.996411,0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59332,0.92907,27.01,0.29749,0.09426,0.84645,0.3086,10.075,0.15575,0.36842,0.5784,0.04462,0.5467,0.57106,True,0.837,528.6
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,1.0,none,0.0,400,identity blur1 blur2 crop05 crop10 crop15,shuffle,0.2,0.95,20,0,0,20,400,0.0016,0.0016,75.978836,76.235363,1.003376,0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50193,0.81323,22.768,0.21493,0.17463,0.68245,0.4602,12.08,0.01139,0.42754,0.92449,0.07271,0.83936,0.8495,False,0.837,542.2
