image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,0.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.62881,0.84507,21.278,0.21138,0.14593,0.62231,0.45449,9.939,0.12746,0.35131,0.60109,0.08632,0.7463,0.70297,True,0.837,392.3
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,0.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.58452,0.77109,21.786,0.2254,0.14935,0.63481,0.25039,6.947,0.02403,0.44875,0.5491,0.08141,0.76343,0.84345,False,0.837,377.6
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,0.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.5522,0.91443,21.034,0.29886,0.10602,0.78177,0.13586,6.154,0.03302,0.66909,0.5471,0.08877,0.69954,0.63061,True,0.837,377.5
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,0.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.67199,0.6813,23.079,0.0666,0.24996,0.59446,0.41506,10.702,0.08243,0.39053,0.50198,0.07015,0.79375,0.72535,True,0.837,379.6
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,0.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.65132,0.82682,21.864,0.19784,0.16892,0.74494,0.19212,6.49,0.29827,0.77909,0.56136,0.08069,0.54441,0.47816,True,0.837,377.2
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.68666,0.8581,21.691,0.21934,0.11896,0.87316,0.29609,10.424,0.1675,0.38666,0.48524,0.08231,0.55304,0.59267,True,0.837,376.9
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,0.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.64811,0.85307,21.603,0.21426,0.16568,0.73454,0.23587,8.019,0.04097,0.38227,0.52884,0.08314,0.73212,0.71716,True,0.837,376.9
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,0.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.54186,0.75641,21.287,0.18142,0.13654,0.70937,0.41554,11.647,0.00971,0.44308,0.52718,0.08623,0.79182,0.80848,True,0.837,377.4
task_obj_swap_joint_mask_533428,dct_shield_y,instruct-pix2pix,Replace the samurai armor with red jacket,,0.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.54899,0.88228,21.322,0.27029,0.11543,0.62822,0.25458,9.495,0.06095,0.28292,0.55739,0.08588,0.65346,0.62086,True,0.837,377.3
task_obj_swap_rand_mask_417469,dct_shield_y,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.5,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.59726,0.81436,21.903,0.21118,0.12172,0.67457,0.27179,10.848,0.09268,0.32945,0.66853,0.08033,0.39715,0.52265,True,0.837,377.2
