image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
dog_03,photoguard_c,0.0,6183.1,0.2817,0.9896,0.0137,40.8949,0.9918,5.2397,0.671,0.546,0.2573,0.2764,-0.0191,0.0807,0.0826,-0.0019
horse_03,photoguard_c,0.0,6176.8,0.2667,0.9833,0.0306,40.8951,0.9811,4.9384,0.7046,0.5057,0.3151,0.319,-0.0039,0.1182,0.1219,-0.0037
