image,condition,radius,step,loss,param_absmean,eval
task_attr_mod_color_11699,phase_gain,3.0,0,0.0055213747546076775,0.0008768383202717107,0.004040812142193317
task_attr_mod_color_11699,phase_gain,3.0,100,0.0038698373828083277,0.012265060323893795,0.0039913407526910305
task_attr_mod_color_11699,phase_gain,3.0,200,0.0032824946101754904,0.021758610439599285,0.0039474936202168465
task_attr_mod_color_11699,phase_gain,3.0,300,0.0013106361730024219,0.031096627341302644,0.003908482380211353
task_attr_mod_color_11699,phase_gain,3.0,400,0.003741591703146696,0.03995590512693613,0.003863574005663395
task_attr_mod_color_11699,phase_gain,3.0,500,0.003102846909314394,0.04784744278628611,0.0038325516507029533
task_attr_mod_color_11699,phase_gain,3.0,600,0.0036558322608470917,0.056283807485642184,0.003806772641837597
task_attr_mod_color_11699,phase_gain,3.0,700,0.002045593224465847,0.06371047862099721,0.0037737980019301176
task_attr_mod_color_11699,phase_gain,3.0,800,0.004459567368030548,0.07087999396319179,0.0037518953904509544
task_attr_mod_color_11699,phase_gain,3.0,900,0.0012403058353811502,0.07797830148146537,0.0037270875182002783
task_attr_mod_color_11699,phase_gain,3.0,1000,0.001178501988761127,0.08532207187608772,0.0037028896622359753
task_attr_mod_color_11699,phase_gain,3.0,1100,0.002884254092350602,0.0922909279281239,0.003676923457533121
task_attr_mod_color_11699,phase_gain,3.0,1200,0.00566828902810812,0.09888225232770623,0.003659236477687955
task_attr_mod_color_11699,phase_gain,3.0,1300,0.004977248143404722,0.1054810989438305,0.0036411781329661608
task_attr_mod_color_11699,phase_gain,3.0,1400,0.000961877463851124,0.11216519508136094,0.0036212275736033916
task_attr_mod_color_11699,phase_gain,3.0,1500,0.0031295504886657,0.1184745094413505,0.0036083257291465998
task_attr_mod_color_11699,phase_gain,3.0,1600,0.004816428758203983,0.12424605160111382,0.0035879150964319706
task_attr_mod_color_11699,phase_gain,3.0,1700,0.005486967042088509,0.13034521297424295,0.0035722607281059027
task_attr_mod_color_11699,phase_gain,3.0,1800,0.0031911423429846764,0.1361340429755482,0.003562937956303358
task_attr_mod_color_11699,phase_gain,3.0,1900,0.0014953961363062263,0.14167063228767837,0.0035441264044493437
task_attr_mod_color_11699,phase_gain,3.0,2000,0.00105685880407691,0.1474431261964845,0.0035282960161566734
task_attr_mod_color_11699,phase_gain,3.0,2100,0.0017879704246297479,0.15293783855073095,0.003515673102810979
task_attr_mod_color_11699,phase_gain,3.0,2200,0.0006995919393375516,0.1581788010137487,0.003506280016154051
task_attr_mod_color_11699,phase_gain,3.0,2300,0.006002694368362427,0.16406341775800556,0.003493546275421977
task_attr_mod_color_11699,phase_gain,3.0,2400,0.0008467814768664539,0.16916835488818308,0.0034794765524566174
task_attr_mod_color_11699,phase_gain,3.0,2500,0.002420189557597041,0.1743529398168291,0.0034663400147110224
task_attr_mod_color_11699,phase_gain,3.0,2600,0.0016308696940541267,0.17963664940828403,0.0034605534747242928
task_attr_mod_color_11699,phase_gain,3.0,2700,0.0013754279352724552,0.18506234636051166,0.0034448830410838127
task_attr_mod_color_11699,phase_gain,3.0,2800,0.005674273706972599,0.19007697610294116,0.003435197751969099
task_attr_mod_color_11699,phase_gain,3.0,2900,0.0008199808653444052,0.19569402220022625,0.0034274605568498373
task_attr_mod_color_11699,phase_gain,3.0,3000,0.0018676875624805689,0.20036812973155238,0.0034146467223763466
task_attr_mod_color_11699,phase_gain,3.0,3100,0.0014742165803909302,0.20540400387225896,0.0034062794875353575
task_attr_mod_color_11699,phase_gain,3.0,3200,0.005638190545141697,0.21007274761790812,0.00339401769451797
task_attr_mod_color_11699,phase_gain,3.0,3300,0.0008197263814508915,0.21510546739035852,0.0033880684059113264
task_attr_mod_color_11699,phase_gain,3.0,3400,0.0013177955988794565,0.2199515355790985,0.0033814648631960154
task_attr_mod_color_11699,phase_gain,3.0,3500,0.0025953706353902817,0.22440126827358162,0.0033768557477742434
task_attr_mod_color_11699,phase_gain,3.0,3600,0.00069853023160249,0.22859956926557606,0.003367951838299632
task_attr_mod_color_11699,phase_gain,3.0,3700,0.0037672948092222214,0.23304694298207448,0.0033559338189661503
task_attr_mod_color_11699,phase_gain,3.0,3800,0.0010129350703209639,0.23751399071092935,0.003350617364048958
task_attr_mod_color_11699,phase_gain,3.0,3900,0.0009051564848050475,0.24167733532022276,0.003343407530337572
task_attr_mod_color_11699,phase_gain,3.0,4000,0.0008387493435293436,0.24623096501914377,0.0033389213494956493
task_attr_mod_color_11699,phase_gain,3.0,4100,0.0007301712175831199,0.25064413015576054,0.0033319152425974607
task_attr_mod_color_11699,phase_gain,3.0,4200,0.003232703311368823,0.2554118626000696,0.003321510273963213
task_attr_mod_color_11699,phase_gain,3.0,4300,0.0009145430522039533,0.2595199241863905,0.0033141912426799536
task_attr_mod_color_11699,phase_gain,3.0,4400,0.00310376170091331,0.2636051166028542,0.0033083660528063774
task_attr_mod_color_11699,phase_gain,3.0,4500,0.0007836786098778248,0.26779568123477204,0.003300161100924015
task_attr_mod_color_11699,phase_gain,3.0,4600,0.0034937229938805103,0.2718145231465367,0.00329922279343009
task_attr_mod_color_11699,phase_gain,3.0,4700,0.003694953164085746,0.2759232101679429,0.0032900311052799225
task_attr_mod_color_11699,phase_gain,3.0,4800,0.003703465685248375,0.2796163227680125,0.0032825609669089317
task_attr_mod_color_11699,phase_gain,3.0,4900,0.005589296109974384,0.28339116341802995,0.0032781290356069803
task_attr_mod_color_11699,phase_gain,3.0,5000,0.00096072384621948,0.28749333775670033,0.0032720265444368124
task_attr_mod_color_11699,phase_gain,3.0,5100,0.0006591608980670571,0.2916045945005221,0.003265096340328455
task_attr_mod_color_11699,phase_gain,3.0,5200,0.0027172830887138844,0.29534813620344585,0.00326285557821393
task_attr_mod_color_11699,phase_gain,3.0,5300,0.0012920646695420146,0.298786016903063,0.003263907041400671
task_attr_mod_color_11699,phase_gain,3.0,5400,0.005241638980805874,0.3023564082622694,0.0032523043919354677
task_attr_mod_color_11699,phase_gain,3.0,5500,0.0007923771045170724,0.30653273744778975,0.003246971871703863
task_attr_mod_color_11699,phase_gain,3.0,5600,0.004349446855485439,0.31022238296206056,0.0032487984281033278
task_attr_mod_color_11699,phase_gain,3.0,5700,0.000575073529034853,0.3145636638531152,0.0032431427389383316
task_attr_mod_color_11699,phase_gain,3.0,5800,0.0008897943771444261,0.3182908354725026,0.0032343922648578882
task_attr_mod_color_11699,phase_gain,3.0,5900,0.004136245232075453,0.32238099058040376,0.0032288692891597748
task_attr_mod_color_11699,phase_gain,3.0,6000,0.0006806879537180066,0.3262682871780369,0.003226096509024501
task_attr_mod_color_11699,phase_gain,3.0,6100,0.0008217793074436486,0.32996172609206403,0.0032244729809463024
task_attr_mod_color_11699,phase_gain,3.0,6200,0.005295757204294205,0.3333182866341803,0.0032201362773776054
task_attr_mod_color_11699,phase_gain,3.0,6300,0.004045001231133938,0.336737689805952,0.0032142249401658773
task_attr_mod_color_11699,phase_gain,3.0,6400,0.0038808188401162624,0.34051327825878874,0.0032176095992326736
task_attr_mod_color_11699,phase_gain,3.0,6500,0.0006064930348657072,0.3437763362556561,0.003205598331987858
task_attr_mod_color_11699,phase_gain,3.0,6600,0.005814763717353344,0.34706658708231813,0.0031968101393431425
task_attr_mod_color_11699,phase_gain,3.0,6700,0.0008016851497814059,0.3503728408893143,0.003192489966750145
task_attr_mod_color_11699,phase_gain,3.0,6800,0.0010633125202730298,0.35381466454925165,0.0031918534077703953
task_attr_mod_color_11699,phase_gain,3.0,6900,0.001549876993522048,0.3565726157326836,0.003181454027071595
task_attr_mod_color_11699,phase_gain,3.0,7000,0.0008167051710188389,0.36011593662982944,0.003183965804055333
task_attr_mod_color_11699,phase_gain,3.0,7100,0.000718476134352386,0.36379092520884093,0.0031793361995369196
task_attr_mod_color_11699,phase_gain,3.0,7200,0.003458584425970912,0.3666776072485207,0.00317397341132164
task_attr_mod_color_11699,phase_gain,3.0,7300,0.001584386802278459,0.3698205001305256,0.003178801853209734
task_attr_mod_color_11699,phase_gain,3.0,7400,0.0041548116132617,0.3729267506743822,0.0031687242444604635
task_attr_mod_color_11699,phase_gain,3.0,7500,0.0010746032930910587,0.37612097002262446,0.0031687163282185793
task_attr_mod_color_11699,phase_gain,3.0,7600,0.0008270360413007438,0.37916388846588933,0.003159406129270792
task_attr_mod_color_11699,phase_gain,3.0,7700,0.0008605063194409013,0.3825919389575357,0.003164151683449745
task_attr_mod_color_11699,phase_gain,3.0,7800,0.0006267433054745197,0.38570496051601116,0.003157052444294095
task_attr_mod_color_11699,phase_gain,3.0,7900,0.004584103357046843,0.38872842248955797,0.0031513976864516735
task_attr_mod_color_11699,phase_gain,3.0,8000,0.0012168239336460829,0.3914438440871911,0.003149556927382946
task_attr_mod_color_11699,phase_gain,3.0,8100,0.0033195484429597855,0.39474389792899406,0.0031498996540904045
task_attr_mod_color_11699,phase_gain,3.0,8200,0.0024168058298528194,0.39757923990602156,0.003144125221297145
task_attr_mod_color_11699,phase_gain,3.0,8300,0.004667774774134159,0.4007655869300383,0.0031398236751556396
task_attr_mod_color_11699,phase_gain,3.0,8400,0.0023758946917951107,0.40383900213191787,0.0031370220240205526
task_attr_mod_color_11699,phase_gain,3.0,8500,0.000508839963003993,0.40719228593804385,0.003134532831609249
task_attr_mod_color_11699,phase_gain,3.0,8600,0.001287180231884122,0.4098819831186913,0.0031330971978604794
task_attr_mod_color_11699,phase_gain,3.0,8700,0.0007839415920898318,0.4125749706317438,0.0031281686387956142
task_attr_mod_color_11699,phase_gain,3.0,8800,0.0007176287472248077,0.41559124010181,0.003123635658994317
task_attr_mod_color_11699,phase_gain,3.0,8900,0.0038721496239304543,0.4186233086059868,0.00312074669636786
task_attr_mod_color_11699,phase_gain,3.0,9000,0.000700057134963572,0.4215396580229725,0.003121128072962165
task_attr_mod_color_11699,phase_gain,3.0,9100,0.0017848012503236532,0.4242013601853463,0.003115386236459017
task_attr_mod_color_11699,phase_gain,3.0,9200,0.0025274045765399933,0.4272361751653324,0.0031118120532482862
task_attr_mod_color_11699,phase_gain,3.0,9300,0.005279229022562504,0.43008554864253395,0.0031089389231055975
task_attr_mod_color_11699,phase_gain,3.0,9400,0.0008557786932215095,0.43290666876957884,0.0031047656666487455
task_attr_mod_color_11699,phase_gain,3.0,9500,0.004515442065894604,0.435926514096763,0.0031081836204975843
task_attr_mod_color_11699,phase_gain,3.0,9600,0.0006228171987459064,0.4390441040506439,0.003102910704910755
task_attr_mod_color_11699,phase_gain,3.0,9700,0.0007765265181660652,0.4416577700791855,0.0031025484204292297
task_attr_mod_color_11699,phase_gain,3.0,9800,0.0031306936871260405,0.4443521852158023,0.003102715825662017
task_attr_mod_color_11699,phase_gain,3.0,9900,0.005734055303037167,0.4468991472328576,0.0031032171100378036
task_attr_mod_color_11699,phase_gain,3.0,10000,0.0005821611266583204,0.4496615308475461,0.0030940910801291466
task_attr_mod_color_11699,phase_gain,3.0,10100,0.003556210547685623,0.45251452097111033,0.0030974589753896
task_attr_mod_color_11699,phase_gain,3.0,10200,0.005668923258781433,0.455043957209363,0.0030903026927262545
task_attr_mod_color_11699,phase_gain,3.0,10300,0.0009397586691193283,0.45773296097285066,0.003089995589107275
task_attr_mod_color_11699,phase_gain,3.0,10400,0.0018087574280798435,0.46012663700835366,0.0030892444774508476
task_attr_mod_color_11699,phase_gain,3.0,10500,0.0006207296391949058,0.46260526344413505,0.0030840951949357986
task_attr_mod_color_11699,phase_gain,3.0,10600,0.0028011761605739594,0.46530156848242255,0.0030854891519993544
task_attr_mod_color_11699,phase_gain,3.0,10700,0.0007776444545015693,0.46805179690219284,0.003076637163758278
task_attr_mod_color_11699,phase_gain,3.0,10800,0.00542629836127162,0.47064300165332407,0.003077614353969693
task_attr_mod_color_11699,phase_gain,3.0,10900,0.005390024743974209,0.4731295955882353,0.003075881628319621
task_attr_mod_color_11699,phase_gain,3.0,11000,0.0034286072477698326,0.4755618582492169,0.0030754730105400085
