image_id,condition,seed,strength,source,prompt,fid_lpips,fid_psnr,fid_linf,siglip_ctrl,siglip_def,clip_ctrl,clip_def,effect_siglip,effect_clip,siglip_orig,edit_lpips
bird_03,N1,0,0.2,native,a butterfly,0.02910183183848858,35.81867599487305,0.5058823823928833,0.0038435831665992737,0.006150685250759125,0.16925176978111267,0.17498114705085754,-0.002307102084159851,-0.005729377269744873,0.0047795698046684265,0.1752912700176239
bird_03,N1,1,0.2,native,a butterfly,0.02910183183848858,35.81867599487305,0.5058823823928833,0.002675192430615425,0.0016332445666193962,0.17490796744823456,0.17713838815689087,0.001041947863996029,-0.002230420708656311,0.0047795698046684265,0.16980642080307007
bird_03,N1,2,0.2,native,a butterfly,0.02910183183848858,35.81867599487305,0.5058823823928833,0.005618019960820675,0.011501476168632507,0.1669507920742035,0.16376838088035583,-0.005883456207811832,0.0031824111938476562,0.0047795698046684265,0.18082818388938904
bird_03,N1,3,0.2,native,a butterfly,0.02910183183848858,35.81867599487305,0.5058823823928833,-0.0008084271103143692,0.004462959244847298,0.161920428276062,0.16603204607963562,-0.005271386355161667,-0.004111617803573608,0.0047795698046684265,0.17406734824180603
bird_03,N1,4,0.2,native,a butterfly,0.02910183183848858,35.81867599487305,0.5058823823928833,0.007525518536567688,0.003989340737462044,0.17565718293190002,0.17242783308029175,0.0035361777991056442,0.0032293498516082764,0.0047795698046684265,0.17619535326957703
bird_03,N2,0,0.2,native,a butterfly,0.02314170077443123,36.39498519897461,0.6509804129600525,0.0038435831665992737,0.002729276195168495,0.16925176978111267,0.17536130547523499,0.0011143069714307785,-0.0061095356941223145,0.0047795698046684265,0.1654612123966217
bird_03,N2,1,0.2,native,a butterfly,0.02314170077443123,36.39498519897461,0.6509804129600525,0.002675192430615425,0.001271866261959076,0.17490796744823456,0.17723478376865387,0.0014033261686563492,-0.0023268163204193115,0.0047795698046684265,0.17004162073135376
bird_03,N2,2,0.2,native,a butterfly,0.02314170077443123,36.39498519897461,0.6509804129600525,0.005618019960820675,0.008785080164670944,0.1669507920742035,0.17128629982471466,-0.0031670602038502693,-0.004335507750511169,0.0047795698046684265,0.1654520481824875
bird_03,N2,3,0.2,native,a butterfly,0.02314170077443123,36.39498519897461,0.6509804129600525,-0.0008084271103143692,0.0007308144122362137,0.161920428276062,0.16139225661754608,-0.0015392415225505829,0.0005281716585159302,0.0047795698046684265,0.1674880087375641
bird_03,N2,4,0.2,native,a butterfly,0.02314170077443123,36.39498519897461,0.6509804129600525,0.007525518536567688,0.002915611956268549,0.17565718293190002,0.16930298507213593,0.004609906580299139,0.006354197859764099,0.0047795698046684265,0.16641539335250854
bird_03,N3,0,0.2,native,a butterfly,0.13682344555854797,33.92310333251953,0.4000000059604645,0.0038435831665992737,0.0005910173058509827,0.16925176978111267,0.17244304716587067,0.003252565860748291,-0.0031912773847579956,0.0047795698046684265,0.10770762711763382
bird_03,N3,1,0.2,native,a butterfly,0.13682344555854797,33.92310333251953,0.4000000059604645,0.002675192430615425,0.0015716254711151123,0.17490796744823456,0.17607325315475464,0.0011035669595003128,-0.0011652857065200806,0.0047795698046684265,0.10552416741847992
bird_03,N3,2,0.2,native,a butterfly,0.13682344555854797,33.92310333251953,0.4000000059604645,0.005618019960820675,0.009797129780054092,0.1669507920742035,0.1664409339427948,-0.0041791098192334175,0.0005098581314086914,0.0047795698046684265,0.10718949884176254
bird_03,N3,3,0.2,native,a butterfly,0.13682344555854797,33.92310333251953,0.4000000059604645,-0.0008084271103143692,0.002195218577980995,0.161920428276062,0.16924405097961426,-0.0030036456882953644,-0.007323622703552246,0.0047795698046684265,0.11206408590078354
bird_03,N3,4,0.2,native,a butterfly,0.13682344555854797,33.92310333251953,0.4000000059604645,0.007525518536567688,0.002565829548984766,0.17565718293190002,0.17158524692058563,0.004959688987582922,0.004071936011314392,0.0047795698046684265,0.10581119358539581
