image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,cdev_mean,cdev_max,cdev_p99,matrix_tv,grid_size
car_00,C,32,a wrecked car after an accident,60,60,,10,10,1,147.0,rotate,0,0.0,,,10320.2,0.57,511.6666666666667,112.66666666666667,23.666666666666668,,,,0.5923764705657959,0.5923764705657959,0.0,0.4076235294342041,27.921497344970703,0.8753084540367126,27.921497344970703,0.8753084540367126,0.961625337600708,0.028614211827516556,0.5502495169639587,3.426391363143921,1.8905891180038452,0.7513999342918396,32
car_01,C,32,a wrecked car after an accident,60,60,,10,10,1,146.9,rotate,0,0.0,,,10323.2,3.29,511.6666666666667,45.0,12.666666666666666,,,,0.6168218851089478,0.6168218851089478,0.0,0.38317808508872986,36.411521911621094,0.15209659934043884,36.411521911621094,0.15209659934043884,0.9951273202896118,0.025345370173454285,0.5339268445968628,2.3629863262176514,1.481685996055603,0.6848781704902649,32
