image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,shading_rand,instruct-pix2pix,turn the color of potted plant to pink,,0.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17685,0.88917,22.104,0.56972,0.15902,0.19573,0.87555,21.271,0.44326,0.13107,0.23105,0.07849,0.93688,0.97165,False,0.837,61.8
task_attr_mod_color_136767,shading_rand,instruct-pix2pix,turn the color of astronaut to pink,,0.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.04661,0.95231,24.826,0.68041,0.04857,0.09324,0.92604,22.252,0.53318,0.07196,0.24361,0.05737,0.97527,0.98877,False,0.837,47.0
task_attr_mod_color_184837,shading_rand,instruct-pix2pix,turn the color of frame to pink,,0.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01706,0.98013,24.95,0.73264,0.06185,0.04727,0.95058,23.887,0.54866,0.06194,0.24148,0.05656,0.99224,0.99115,False,0.837,47.0
task_attr_mod_color_32648,shading_rand,instruct-pix2pix,turn the color of potion bottle to orange,,0.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.02345,0.98922,37.911,0.8625,0.03594,0.03637,0.98193,33.326,0.81237,0.0365,0.17763,0.01272,0.99571,0.99295,False,0.837,46.4
task_attr_mod_color_6205,shading_rand,instruct-pix2pix,turn the color of toolbox to red,,0.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1071,0.92441,23.781,0.64716,0.09262,0.1354,0.89177,22.155,0.55559,0.09979,0.2396,0.06471,0.97545,0.97191,False,0.837,46.7
task_env_weather_112463,shading_rand,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.12971,0.90669,23.206,0.62176,0.10949,0.22919,0.78737,18.56,0.4335,0.13972,0.24228,0.06914,0.90533,0.9178,False,0.837,47.0
task_env_weather_246440,shading_rand,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01656,0.97929,25.841,0.76542,0.02998,0.12305,0.88927,22.208,0.41349,0.06712,0.24207,0.05105,0.97681,0.98577,False,0.837,47.0
task_env_weather_63722,shading_rand,instruct-pix2pix,change the setting to a snowy landscape,,0.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.12377,0.91357,23.088,0.64434,0.13055,0.14699,0.91569,23.365,0.47964,0.1321,0.23952,0.07008,0.95389,0.93766,False,0.837,47.0
task_obj_add_40931,shading_rand,instruct-pix2pix,Add the blood on snout,,0.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01381,0.97778,26.69,0.83052,0.03801,0.03973,0.95631,25.169,0.64845,0.0358,0.22391,0.04629,0.9893,0.98618,False,0.837,46.1
task_obj_remove_380621,shading_rand,instruct-pix2pix,Remove iceberg,,0.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06199,0.95388,24.941,0.71657,0.1092,0.09748,0.92421,23.398,0.50048,0.09057,0.23024,0.05661,0.98524,0.97819,False,0.837,47.0
