image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34436,0.97525,24.293,0.4589,0.05431,0.37283,0.70182,17.795,0.28805,0.21632,0.97704,0.06101,0.88585,0.86479,False,0.837,185.0
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39562,0.95666,24.44,0.3744,0.11892,0.54125,0.44377,10.121,0.14811,0.27413,0.99216,0.05998,0.79512,0.82238,True,0.837,175.9
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45916,0.9376,19.506,0.32183,0.15132,0.68545,0.36243,11.05,0.20517,0.35047,0.92941,0.10586,0.89331,0.8478,False,0.837,175.8
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43723,0.98742,32.586,0.35877,0.05413,0.34607,0.6717,14.62,0.61129,0.26089,0.72686,0.02348,0.94122,0.90166,False,0.837,175.8
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34829,0.97555,27.12,0.49445,0.08539,0.46625,0.61941,12.07,0.39066,0.2606,0.98033,0.04406,0.88076,0.86054,False,0.837,175.9
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47034,0.9765,30.215,0.50627,0.03556,0.37766,0.55032,16.81,0.34331,0.21534,0.67702,0.03085,0.90674,0.87583,False,0.837,175.9
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44063,0.9078,18.153,0.28339,0.10728,0.60318,0.26993,14.144,0.12999,0.34872,1.0,0.12369,0.87275,0.84015,False,0.837,176.0
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41197,0.97166,24.133,0.38351,0.06306,0.47141,0.64086,16.982,0.22458,0.27255,0.81569,0.06214,0.87308,0.83513,True,0.837,175.9
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47134,0.95154,24.762,0.3902,0.09375,0.51408,0.41916,15.774,0.24041,0.33963,0.69439,0.0578,0.90427,0.72208,True,0.837,175.8
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40128,0.96125,23.755,0.4799,0.07611,0.66168,0.32817,8.764,0.11642,0.3317,1.0,0.0649,0.73706,0.69585,True,0.837,175.0
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45691,0.88352,20.39,0.20335,0.14343,0.66787,0.48976,12.675,0.01333,0.42493,0.96078,0.09561,0.79459,0.82617,True,0.837,174.3
