image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
cat_00,add,human,identity,0.16088,0.01662,0.16088,0.01662,1.0,True,140.1
cat_00,add,human,blur1,0.12256,0.02682,0.16088,0.01662,0.76183,True,140.1
cat_00,add,human,noise0.05,0.50519,0.02144,0.16088,0.01662,3.14017,True,140.1
cat_00,add,human,quantize16,0.05975,0.00722,0.16088,0.01662,0.37141,True,140.1
cat_00,add,human,jpeg75,0.04295,0.00384,0.16088,0.01662,0.26696,True,140.1
cat_00,add,human,jpeg30,0.07089,0.0344,0.16088,0.01662,0.44063,True,140.1
cat_00,add,human,crop_resize0.1,0.30405,0.04948,0.16088,0.01662,1.88991,True,140.1
cat_00,add,human,jpeg_then_resize75,0.09835,0.02777,0.16088,0.01662,0.61129,True,140.1
cat_00,add,human,adverse_cleaner,0.07903,0.0403,0.16088,0.01662,0.49121,True,140.1
cat_00,phase,human,identity,0.26131,0.01193,0.26131,0.01193,1.0,True,140.1
cat_00,phase,human,blur1,0.16372,0.04822,0.26131,0.01193,0.62653,True,140.1
cat_00,phase,human,noise0.05,0.50726,0.01693,0.26131,0.01193,1.94121,True,140.1
cat_00,phase,human,quantize16,0.21779,0.01767,0.26131,0.01193,0.83344,True,140.1
cat_00,phase,human,jpeg75,0.08618,0.02476,0.26131,0.01193,0.32979,True,140.1
cat_00,phase,human,jpeg30,0.08966,0.03202,0.26131,0.01193,0.34311,True,140.1
cat_00,phase,human,crop_resize0.1,0.32798,0.02408,0.26131,0.01193,1.25514,True,140.1
cat_00,phase,human,jpeg_then_resize75,0.10775,0.0307,0.26131,0.01193,0.41233,True,140.1
cat_00,phase,human,adverse_cleaner,0.25615,0.01858,0.26131,0.01193,0.98024,True,140.1
cat_00,phase_rand,human,identity,0.04202,0.02599,0.04202,0.02599,1.0,False,140.1
cat_00,phase_rand,human,blur1,0.13653,0.02189,0.04202,0.02599,3.24927,False,140.1
cat_00,phase_rand,human,noise0.05,0.50688,0.02383,0.04202,0.02599,12.06325,False,140.1
cat_00,phase_rand,human,quantize16,0.06427,0.01734,0.04202,0.02599,1.52961,False,140.1
cat_00,phase_rand,human,jpeg75,0.05994,0.00682,0.04202,0.02599,1.42643,False,140.1
cat_00,phase_rand,human,jpeg30,0.08383,0.02817,0.04202,0.02599,1.99514,False,140.1
cat_00,phase_rand,human,crop_resize0.1,0.32696,0.02023,0.04202,0.02599,7.78136,False,140.1
cat_00,phase_rand,human,jpeg_then_resize75,0.10885,0.02458,0.04202,0.02599,2.59063,False,140.1
cat_00,phase_rand,human,adverse_cleaner,0.08542,0.03251,0.04202,0.02599,2.03297,False,140.1
