image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips
car_00,C,32,a wrecked car after an accident,60,60,,10,10,1,147.1,rotate,0,0.0,,,10320.2,2.44,511.3333333333333,129.33333333333334,30.666666666666668,,,,0.21947833895683289,0.20150667428970337,0.01797165721654892,0.29849332571029663,32.7756233215332,0.2050819993019104,32.7756233215332,0.2050819993019104,0.9810032844543457,0.01797165721654892
car_01,C,32,a wrecked car after an accident,60,60,,10,10,1,147.0,rotate,0,0.0,,,10323.2,15.67,512.0,90.33333333333333,19.333333333333332,,,,0.21397462487220764,0.19773361086845398,0.016241006553173065,0.302266389131546,40.944000244140625,0.03190624713897705,40.944000244140625,0.03190624713897705,0.9979248046875,0.016241006553173065
