image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
parrot_00,add,human,identity,0.12175,0.02529,0.12175,0.02529,1.0,True,142.6
parrot_00,add,human,blur1,0.22438,0.06018,0.12175,0.02529,1.84301,True,142.6
parrot_00,add,human,noise0.05,0.63378,0.05233,0.12175,0.02529,5.20561,True,142.6
parrot_00,add,human,quantize16,0.42914,0.05711,0.12175,0.02529,3.52482,True,142.6
parrot_00,add,human,jpeg75,0.09762,0.09108,0.12175,0.02529,0.80178,True,142.6
parrot_00,add,human,jpeg30,0.32715,0.01807,0.12175,0.02529,2.68711,True,142.6
parrot_00,add,human,crop_resize0.1,0.5277,0.03433,0.12175,0.02529,4.33432,True,142.6
parrot_00,add,human,jpeg_then_resize75,0.18876,0.02906,0.12175,0.02529,1.55044,True,142.6
parrot_00,add,human,adverse_cleaner,0.09973,0.06335,0.12175,0.02529,0.81913,True,142.6
parrot_00,phase,human,identity,0.10644,0.12182,0.10644,0.12182,1.0,False,142.7
parrot_00,phase,human,blur1,0.23621,0.03863,0.10644,0.12182,2.21924,False,142.7
parrot_00,phase,human,noise0.05,0.63162,0.05638,0.10644,0.12182,5.9342,False,142.7
parrot_00,phase,human,quantize16,0.2984,0.02408,0.10644,0.12182,2.80352,False,142.7
parrot_00,phase,human,jpeg75,0.11105,0.11205,0.10644,0.12182,1.04331,False,142.7
parrot_00,phase,human,jpeg30,0.29339,0.03478,0.10644,0.12182,2.75642,False,142.7
parrot_00,phase,human,crop_resize0.1,0.52065,0.02522,0.10644,0.12182,4.89162,False,142.7
parrot_00,phase,human,jpeg_then_resize75,0.18409,0.03549,0.10644,0.12182,1.72952,False,142.7
parrot_00,phase,human,adverse_cleaner,0.11388,0.0612,0.10644,0.12182,1.06991,False,142.7
