image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
person_c_00,add,human,identity,0.03138,0.03901,0.03138,0.03901,1.0,False,140.0
person_c_00,add,human,blur1,0.17603,0.05287,0.03138,0.03901,5.60994,False,140.0
person_c_00,add,human,noise0.05,0.42197,0.09753,0.03138,0.03901,13.44766,False,140.0
person_c_00,add,human,quantize16,0.13861,0.03373,0.03138,0.03901,4.41739,False,140.0
person_c_00,add,human,jpeg75,0.07966,0.04444,0.03138,0.03901,2.53857,False,140.0
person_c_00,add,human,jpeg30,0.14348,0.05964,0.03138,0.03901,4.5726,False,140.0
person_c_00,add,human,crop_resize0.1,0.41477,0.01877,0.03138,0.03901,13.21835,False,140.0
person_c_00,add,human,jpeg_then_resize75,0.13528,0.06483,0.03138,0.03901,4.31115,False,140.0
person_c_00,add,human,adverse_cleaner,0.09454,0.03561,0.03138,0.03901,3.01283,False,140.0
person_c_00,phase,human,identity,0.06861,0.01655,0.06861,0.01655,1.0,True,140.5
person_c_00,phase,human,blur1,0.185,0.06194,0.06861,0.01655,2.69653,True,140.5
person_c_00,phase,human,noise0.05,0.42281,0.09807,0.06861,0.01655,6.16277,True,140.5
person_c_00,phase,human,quantize16,0.14573,0.03163,0.06861,0.01655,2.1242,True,140.5
person_c_00,phase,human,jpeg75,0.13483,0.05821,0.06861,0.01655,1.96527,True,140.5
person_c_00,phase,human,jpeg30,0.13984,0.05414,0.06861,0.01655,2.03835,True,140.5
person_c_00,phase,human,crop_resize0.1,0.4291,0.02281,0.06861,0.01655,6.25445,True,140.5
person_c_00,phase,human,jpeg_then_resize75,0.17253,0.07583,0.06861,0.01655,2.51479,True,140.5
person_c_00,phase,human,adverse_cleaner,0.13094,0.05283,0.06861,0.01655,1.90856,True,140.5
cat_00,add,human,identity,0.08225,0.03093,0.08225,0.03093,1.0,False,140.0
cat_00,add,human,blur1,0.12079,0.0336,0.08225,0.03093,1.46865,False,140.0
cat_00,add,human,noise0.05,0.50393,0.02177,0.08225,0.03093,6.12713,False,140.0
cat_00,add,human,quantize16,0.05071,0.02399,0.08225,0.03093,0.61661,False,140.0
cat_00,add,human,jpeg75,0.04183,0.02597,0.08225,0.03093,0.50857,False,140.0
cat_00,add,human,jpeg30,0.06019,0.01625,0.08225,0.03093,0.73183,False,140.0
cat_00,add,human,crop_resize0.1,0.31801,0.03323,0.08225,0.03093,3.86659,False,140.0
cat_00,add,human,jpeg_then_resize75,0.09871,0.02899,0.08225,0.03093,1.20023,False,140.0
cat_00,add,human,adverse_cleaner,0.07334,0.04366,0.08225,0.03093,0.89168,False,140.0
cat_00,phase,human,identity,0.04131,0.01902,0.04131,0.01902,1.0,False,139.7
cat_00,phase,human,blur1,0.1351,0.02297,0.04131,0.01902,3.27054,False,139.7
cat_00,phase,human,noise0.05,0.50678,0.02266,0.04131,0.01902,12.26873,False,139.7
cat_00,phase,human,quantize16,0.07866,0.01815,0.04131,0.01902,1.90435,False,139.7
cat_00,phase,human,jpeg75,0.05955,0.02155,0.04131,0.01902,1.44173,False,139.7
cat_00,phase,human,jpeg30,0.08588,0.02349,0.04131,0.01902,2.07908,False,139.7
cat_00,phase,human,crop_resize0.1,0.32963,0.02653,0.04131,0.01902,7.98001,False,139.7
cat_00,phase,human,jpeg_then_resize75,0.09729,0.02329,0.04131,0.01902,2.35518,False,139.7
cat_00,phase,human,adverse_cleaner,0.07681,0.04602,0.04131,0.01902,1.85948,False,139.7
