image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
shiba_00,add,human,identity,0.052,0.02981,0.052,0.02981,1.0,False,140.2
shiba_00,add,human,blur1,0.38818,0.08722,0.052,0.02981,7.46549,False,140.2
shiba_00,add,human,noise0.05,0.73567,0.01192,0.052,0.02981,14.14826,False,140.2
shiba_00,add,human,quantize16,0.42638,0.12976,0.052,0.02981,8.20014,False,140.2
shiba_00,add,human,jpeg75,0.16491,0.05025,0.052,0.02981,3.17155,False,140.2
shiba_00,add,human,jpeg30,0.25994,0.01658,0.052,0.02981,4.99918,False,140.2
shiba_00,add,human,crop_resize0.1,0.4918,0.00369,0.052,0.02981,9.45826,False,140.2
shiba_00,add,human,jpeg_then_resize75,0.32439,0.06498,0.052,0.02981,6.23869,False,140.2
shiba_00,add,human,adverse_cleaner,0.19851,0.04944,0.052,0.02981,3.81764,False,140.2
shiba_00,phase,human,identity,0.27878,0.04193,0.27878,0.04193,1.0,True,140.6
shiba_00,phase,human,blur1,0.40166,0.06467,0.27878,0.04193,1.44075,True,140.6
shiba_00,phase,human,noise0.05,0.73159,0.01601,0.27878,0.04193,2.6242,True,140.6
shiba_00,phase,human,quantize16,0.43485,0.13495,0.27878,0.04193,1.55982,True,140.6
shiba_00,phase,human,jpeg75,0.27664,0.03816,0.27878,0.04193,0.99231,True,140.6
shiba_00,phase,human,jpeg30,0.33051,0.07163,0.27878,0.04193,1.18554,True,140.6
shiba_00,phase,human,crop_resize0.1,0.45486,0.03006,0.27878,0.04193,1.63158,True,140.6
shiba_00,phase,human,jpeg_then_resize75,0.34994,0.05038,0.27878,0.04193,1.25522,True,140.6
shiba_00,phase,human,adverse_cleaner,0.27223,0.03647,0.27878,0.04193,0.97648,True,140.6
raccoon_00,add,human,identity,0.10798,0.0788,0.10798,0.0788,1.0,False,140.6
raccoon_00,add,human,blur1,0.44508,0.07127,0.10798,0.0788,4.12199,False,140.6
raccoon_00,add,human,noise0.05,0.59366,0.05578,0.10798,0.0788,5.49796,False,140.6
raccoon_00,add,human,quantize16,0.24504,0.06177,0.10798,0.0788,2.26938,False,140.6
raccoon_00,add,human,jpeg75,0.19126,0.16515,0.10798,0.0788,1.77127,False,140.6
raccoon_00,add,human,jpeg30,0.28823,0.16844,0.10798,0.0788,2.66932,False,140.6
raccoon_00,add,human,crop_resize0.1,0.52198,0.07482,0.10798,0.0788,4.83414,False,140.6
raccoon_00,add,human,jpeg_then_resize75,0.40995,0.04173,0.10798,0.0788,3.79663,False,140.6
raccoon_00,add,human,adverse_cleaner,0.21083,0.2024,0.10798,0.0788,1.95252,False,140.6
raccoon_00,phase,human,identity,0.29215,0.16424,0.29215,0.16424,1.0,False,140.4
raccoon_00,phase,human,blur1,0.42992,0.0631,0.29215,0.16424,1.47159,False,140.4
raccoon_00,phase,human,noise0.05,0.59187,0.04907,0.29215,0.16424,2.02596,False,140.4
raccoon_00,phase,human,quantize16,0.25854,0.06491,0.29215,0.16424,0.88498,False,140.4
raccoon_00,phase,human,jpeg75,0.31869,0.15176,0.29215,0.16424,1.09086,False,140.4
raccoon_00,phase,human,jpeg30,0.32379,0.12857,0.29215,0.16424,1.1083,False,140.4
raccoon_00,phase,human,crop_resize0.1,0.51393,0.06925,0.29215,0.16424,1.75915,False,140.4
raccoon_00,phase,human,jpeg_then_resize75,0.35702,0.02259,0.29215,0.16424,1.22207,False,140.4
raccoon_00,phase,human,adverse_cleaner,0.31161,0.12566,0.29215,0.16424,1.06664,False,140.4
