image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
man_02,photoguard_c,0.0,6095.2,0.2257,0.9875,0.0198,40.8946,0.9884,5.0998,0.6688,0.4098,0.2748,0.2929,-0.0181,0.1256,0.1249,0.0007
woman_02,photoguard_c,0.0,6065.4,0.374,0.9817,0.0267,40.8963,0.9893,4.1337,0.676,0.4246,0.2026,0.2088,-0.0061,0.0577,0.0628,-0.0051
dog_03,photoguard_c,0.0,6183.1,0.2817,0.9896,0.0137,40.8949,0.9918,5.2397,0.671,0.546,0.2573,0.2764,-0.0191,0.0807,0.0826,-0.0019
horse_03,photoguard_c,0.0,6176.8,0.2667,0.9833,0.0306,40.8951,0.9811,4.9384,0.7046,0.5057,0.3151,0.319,-0.0039,0.1182,0.1219,-0.0037
cat_01,photoguard_c,0.0,6285.6,0.2821,0.9889,0.0144,40.896,0.9872,5.536,0.7109,0.5059,0.2601,0.2596,0.0005,0.0917,0.0921,-0.0005
