Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading pipeline components...:   0%|          | 0/6 [00:00<?, ?it/s]Loading pipeline components...:  33%|███▎      | 2/6 [00:00<00:00, 15.20it/s]
Loading weights:   0%|          | 0/196 [00:00<?, ?it/s][ALoading weights: 100%|██████████| 196/196 [00:00<00:00, 4567.94it/s]
Loading pipeline components...:  83%|████████▎ | 5/6 [00:00<00:00, 18.28it/s]Loading pipeline components...: 100%|██████████| 6/6 [00:00<00:00, 16.38it/s]
There are modules in AutoencoderKL that should be kept in float32: []. Casting directly with `to()` can lead to inconsistent results; set `torch_dtype` in `from_pretrained()` instead to keep these modules in float32.
{'loss_name': 'encoder_target', 'radius': 3.0, 'alpha_px': 0.012, 'step': 0, 'loss': 0.9509, 'grad_absmean': '3.540e-04', 'grad_zero_frac': 0.0, 'c_absmean': 0.012, 'c_absmax': 0.012, 'pixel_absmean': 0.000531}
{'loss_name': 'encoder_target', 'radius': 3.0, 'alpha_px': 0.012, 'step': 10, 'loss': 0.9377, 'grad_absmean': '3.216e-04', 'grad_zero_frac': 0.0, 'c_absmean': 0.08869, 'c_absmax': 0.132, 'pixel_absmean': 0.003001}
{'loss_name': 'encoder_target', 'radius': 3.0, 'alpha_px': 0.012, 'step': 20, 'loss': 0.9285, 'grad_absmean': '3.007e-04', 'grad_zero_frac': 0.0, 'c_absmean': 0.15333, 'c_absmax': 0.252, 'pixel_absmean': 0.004758}
{'loss_name': 'encoder_target', 'radius': 3.0, 'alpha_px': 0.012, 'step': 30, 'loss': 0.9223, 'grad_absmean': '2.890e-04', 'grad_zero_frac': 0.0, 'c_absmean': 0.21094, 'c_absmax': 0.372, 'pixel_absmean': 0.006091}
{'loss_name': 'encoder_target', 'radius': 3.0, 'alpha_px': 0.012, 'step': 40, 'loss': 0.919, 'grad_absmean': '1.935e-04', 'grad_zero_frac': 0.0, 'c_absmean': 0.25744, 'c_absmax': 0.492, 'pixel_absmean': 0.007085}
{'loss_name': 'encoder_target', 'radius': 3.0, 'alpha_px': 0.012, 'step': 50, 'loss': 0.9178, 'grad_absmean': '1.703e-04', 'grad_zero_frac': 0.0, 'c_absmean': 0.27853, 'c_absmax': 0.612, 'pixel_absmean': 0.007468}
{'loss_name': 'encoder_target', 'radius': 3.0, 'alpha_px': 0.012, 'step': 59, 'loss': 0.9169, 'grad_absmean': '1.923e-04', 'grad_zero_frac': 0.0, 'c_absmean': 0.2873, 'c_absmax': 0.72, 'pixel_absmean': 0.007588}
{'loss_name': 'encoder_target', 'radius': 3.0, 'alpha_px': 0.05, 'step': 0, 'loss': 0.9509, 'grad_absmean': '3.540e-04', 'grad_zero_frac': 0.0, 'c_absmean': 0.05, 'c_absmax': 0.05, 'pixel_absmean': 0.002194}
{'loss_name': 'encoder_target', 'radius': 3.0, 'alpha_px': 0.05, 'step': 10, 'loss': 0.9189, 'grad_absmean': '2.030e-04', 'grad_zero_frac': 0.0, 'c_absmean': 0.29219, 'c_absmax': 0.55, 'pixel_absmean': 0.008042}
{'loss_name': 'encoder_target', 'radius': 3.0, 'alpha_px': 0.05, 'step': 20, 'loss': 0.9159, 'grad_absmean': '2.007e-04', 'grad_zero_frac': 0.0, 'c_absmean': 0.33477, 'c_absmax': 1.05, 'pixel_absmean': 0.008951}
{'loss_name': 'encoder_target', 'radius': 3.0, 'alpha_px': 0.05, 'step': 30, 'loss': 0.9149, 'grad_absmean': '2.153e-04', 'grad_zero_frac': 0.0, 'c_absmean': 0.34453, 'c_absmax': 1.55, 'pixel_absmean': 0.009096}
