condition,radius,warp_grid,n_images,seed,fid_dists,fid_psnr,fid_lpips,effective_disp_px
warp_rand,1.0,16,13,0,0.02716,25.489,0.06489,0.8125
warp_rand,2.0,16,13,0,0.05183,21.445,0.12001,1.6238
warp_rand,3.0,16,13,0,0.07766,19.61,0.1722,2.4339
warp_rand,4.0,16,13,0,0.10316,18.49,0.21996,3.2428
warp_rand,6.0,16,13,0,0.14825,17.156,0.30289,4.8568
warp_rand,8.0,16,13,0,0.18753,16.358,0.36929,6.4659
