image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26833,0.98658,27.655,0.56298,0.02945,0.28419,0.79525,20.141,0.34216,0.16273,0.88627,0.04142,0.91473,0.94595,False,0.837,192.3
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31025,0.97697,28.444,0.49442,0.06954,0.37219,0.74632,18.475,0.29685,0.21317,0.85516,0.03782,0.96883,0.96868,False,0.837,183.6
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3679,0.96578,23.319,0.42458,0.08844,0.47776,0.52579,16.179,0.25839,0.30089,0.7761,0.06824,0.95143,0.91545,False,0.837,369.6
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3562,0.99392,36.722,0.53194,0.03149,0.26705,0.73541,17.653,0.59583,0.20519,0.46608,0.01459,0.93979,0.91527,False,0.837,381.9
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24937,0.98785,31.8,0.62346,0.04976,0.37516,0.69689,12.533,0.4319,0.2115,0.88904,0.0257,0.95251,0.91238,False,0.837,393.3
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38009,0.98637,34.627,0.65021,0.02039,0.33123,0.64455,18.678,0.35582,0.16786,0.39358,0.01856,0.93528,0.91522,False,0.837,392.8
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35805,0.94854,20.743,0.38211,0.06705,0.49472,0.4008,15.674,0.1398,0.27036,0.99568,0.09181,0.92713,0.85308,False,0.837,393.0
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32863,0.9839,27.459,0.49324,0.04318,0.39035,0.72536,18.42,0.25988,0.21373,0.78089,0.04237,0.91248,0.8665,False,0.837,392.4
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40982,0.97259,28.4,0.50413,0.05753,0.42602,0.50839,17.229,0.2744,0.28347,0.46732,0.03802,0.89743,0.78974,True,0.837,391.9
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32938,0.97722,26.353,0.57248,0.05775,0.41382,0.6063,16.668,0.34187,0.24588,0.93333,0.04812,0.91699,0.8806,False,0.837,392.7
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41442,0.93395,23.529,0.28241,0.08102,0.68708,0.45431,13.127,0.01254,0.43353,0.84599,0.06661,0.7737,0.80155,True,0.837,392.9
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40449,0.96631,25.867,0.43222,0.05791,0.54762,0.4405,14.238,0.13933,0.29499,0.8326,0.05089,0.88107,0.76214,True,0.837,392.9
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37631,0.9662,26.415,0.4611,0.04201,0.48072,0.58445,15.758,0.30345,0.2748,0.88974,0.04778,0.87461,0.79011,True,0.837,392.6
