image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31586,0.94719,25.041,0.44742,0.09957,0.49279,0.61794,12.888,0.22393,0.27915,0.91765,0.05597,0.78478,0.77456,True,0.837,422.1
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38486,0.91697,25.258,0.36206,0.16931,0.55816,0.44011,10.364,0.19455,0.33915,0.96863,0.05459,0.87305,0.83684,True,0.837,411.2
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44228,0.87737,21.287,0.31823,0.21441,0.75271,0.16093,7.672,0.19064,0.46132,0.63382,0.08623,0.70311,0.74667,True,0.837,410.6
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40056,0.9781,33.985,0.42408,0.08408,0.34111,0.67293,14.845,0.64581,0.25238,0.7183,0.01999,0.93637,0.92748,False,0.837,410.4
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32143,0.94616,27.892,0.48905,0.13814,0.51699,0.51429,10.554,0.37952,0.31057,0.92691,0.04031,0.86368,0.81214,True,0.837,410.2
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43078,0.92803,29.125,0.48207,0.07874,0.79845,0.4342,11.357,0.19122,0.34038,0.60646,0.03497,0.63503,0.59097,True,0.837,410.5
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41646,0.85619,19.821,0.28054,0.15922,0.62424,0.24081,13.687,0.12634,0.36446,0.93589,0.10209,0.88912,0.8408,False,0.837,410.0
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38223,0.93103,24.177,0.37401,0.10558,0.49632,0.57921,15.66,0.20831,0.30135,0.64542,0.06182,0.84457,0.81311,True,0.837,410.1
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48313,0.89975,24.786,0.36561,0.16064,0.54776,0.38747,15.692,0.2174,0.37484,0.53457,0.05764,0.87053,0.70623,True,0.837,409.6
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.5,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38086,0.94039,25.684,0.49321,0.11395,0.6734,0.31488,8.095,0.13936,0.36458,0.89041,0.05197,0.7342,0.69017,True,0.837,409.7
