condition,diverged,fid_acut,fid_chroma,fid_lpips,fid_psnr,final_L_def,final_L_fid,final_loss,finite,image_id,lr,lr_key,monitor,monitor_first,monitor_last,monitor_per_step,steps
N2,False,0.030672889202833176,0.49789077043533325,0.19433267414569855,27.130779266357422,0.8304121494293213,0.0,0.8304121494293213,True,bird_02,1.0,lr.N2,edit_shift,0.15037710964679718,0.2567301094532013,0.00042712048115021734,250
N2,False,0.04272721707820892,0.38834643363952637,0.18894842267036438,26.469087600708008,0.8147298693656921,0.0,0.8147298693656921,True,bird_02,0.3,lr.N2,edit_shift,0.15037710964679718,0.2447732388973236,0.0003791009206848451,250
