image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
bird_03,apa_weak,46.3,146.0,0.2227,0.7727,0.1962,19.1692,0.9421,5.1259,0.5829,0.3716,0.2725,0.2602,0.0123,0.1038,0.1052,-0.0014
bird_03,apa_phase,46.6,129.9,0.2726,0.7643,0.207,19.4885,0.9322,5.1975,0.598,0.3836,0.2725,0.2782,-0.0057,0.1038,0.1078,-0.004
horse_00,apa_weak,46.8,130.0,0.2293,0.7327,0.162,16.8404,0.9399,5.1381,0.5545,0.3568,0.306,0.3129,-0.0069,0.119,0.1227,-0.0037
horse_00,apa_phase,46.7,129.5,0.2306,0.7264,0.1782,17.731,0.9434,5.9352,0.5851,0.2995,0.306,0.3249,-0.0189,0.119,0.1232,-0.0042
man_00,apa_weak,46.8,130.0,0.1234,0.9178,0.0824,20.6741,0.9793,4.5015,0.5503,0.3094,0.2819,0.3046,-0.0228,0.1079,0.1266,-0.0186
man_00,apa_phase,46.8,130.1,0.1657,0.8935,0.1146,20.9519,0.9584,4.6613,0.6008,0.3242,0.2819,0.3019,-0.0201,0.1079,0.127,-0.0191
