image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_184837,dct_shield,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,100,7.5,1.5,20260812,False,0.49783,0.83899,24.035,0.45608,0.07415,0.78107,0.13533,6.121,0.02971,0.66752,0.41712,0.06284,570.2
task_env_weather_112463,dct_shield,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,100,7.5,1.5,20260812,False,0.64869,0.70595,24.192,0.34734,0.09031,0.8925,0.28992,10.289,0.15955,0.39829,0.41665,0.06172,572.8
task_env_weather_246440,dct_shield,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,100,7.5,1.5,20260812,False,0.38119,0.84187,23.637,0.46761,0.05154,0.62901,0.26616,14.009,0.14166,0.34587,0.56316,0.06579,571.6
task_obj_add_340466,dct_shield,instruct-pix2pix,Add orange juice,,2.0,False,0.0,100,7.5,1.5,20260812,False,0.61435,0.71345,24.352,0.36535,0.11735,0.82437,0.27559,8.955,0.03054,0.44196,0.40781,0.06059,571.2
task_obj_add_692065,dct_shield,instruct-pix2pix,Add monk,,2.0,False,0.0,100,7.5,1.5,20260812,False,0.48191,0.8626,24.026,0.46853,0.05034,0.60059,0.31837,14.964,0.29484,0.37457,0.44166,0.06291,571.1
task_obj_remove_380621,dct_shield,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,100,7.5,1.5,20260812,False,0.61261,0.71598,24.421,0.36295,0.16642,0.73814,0.23105,7.992,0.03865,0.39018,0.44764,0.06011,573.1
task_obj_swap_joint_mask_276754,dct_shield,instruct-pix2pix,Replace the satellite dish with rocket,,2.0,False,0.0,100,7.5,1.5,20260812,False,0.51381,0.67883,24.375,0.36408,0.11203,0.68338,0.47421,11.652,0.01341,0.40378,0.5185,0.06043,572.5
task_obj_swap_rand_mask_298147,dct_shield,instruct-pix2pix,Replace the wizard's robe with red shirt,,2.0,False,0.0,100,7.5,1.5,20260812,False,0.50585,0.68171,24.06,0.37622,0.11878,0.79133,0.13865,9.486,0.02428,0.47953,0.51165,0.06266,573.8
