image,condition,radius,step,loss,param_absmean,closures,eval
task_attr_mod_color_6205,warp,64.0,800,137.9412841796875,0.026055166497826576,2,137.82174682617188
task_attr_mod_color_6205,warp,64.0,850,133.20559692382812,0.022672902792692184,2,
task_attr_mod_color_6205,warp,64.0,900,129.64341735839844,0.019853226840496063,2,129.58555603027344
task_attr_mod_color_6205,warp,64.0,950,127.47114562988281,0.017885122448205948,2,
task_attr_mod_color_6205,warp,64.0,1000,125.9212417602539,0.01612979918718338,2,125.89732360839844
task_attr_mod_color_6205,warp,64.0,1050,124.84991455078125,0.01479276828467846,2,
task_attr_mod_color_6205,warp,64.0,1100,124.20646667480469,0.013872640207409859,2,124.19656372070312
task_attr_mod_color_6205,warp,64.0,1150,123.8033447265625,0.013229266740381718,2,
task_attr_mod_color_6205,warp,64.0,1200,123.50599670410156,0.012758709490299225,2,123.49986267089844
task_attr_mod_color_6205,warp,64.0,1250,123.20661926269531,0.012245613150298595,2,
task_attr_mod_color_6205,warp,64.0,1300,122.96566772460938,0.01177420187741518,2,122.96221160888672
task_attr_mod_color_6205,warp,64.0,1350,122.84477996826172,0.011519305408000946,2,
task_attr_mod_color_6205,warp,64.0,1400,122.78673553466797,0.011423174291849136,2,122.78592681884766
task_attr_mod_color_6205,warp,64.0,1450,122.75763702392578,0.011417584493756294,2,
task_attr_mod_color_6205,warp,64.0,1500,122.74164581298828,0.011447993107140064,2,122.74143981933594
task_attr_mod_color_6205,warp,64.0,1550,122.730712890625,0.011472253128886223,2,
task_attr_mod_color_6205,warp,64.0,1600,122.7186279296875,0.011467845179140568,2,122.71836853027344
task_attr_mod_color_6205,warp,64.0,1650,122.69698333740234,0.0113940155133605,2,
task_attr_mod_color_6205,warp,64.0,1700,122.66686248779297,0.01123890746384859,2,122.6658935546875
task_attr_mod_color_6205,warp,64.0,1750,122.59628295898438,0.010871538892388344,2,
task_attr_mod_color_6205,warp,64.0,1800,122.43452453613281,0.010168081149458885,2,122.43110656738281
task_attr_mod_color_6205,warp,64.0,1850,122.29359436035156,0.00969572365283966,2,
task_attr_mod_color_6205,warp,64.0,1900,122.22683715820312,0.009487989358603954,2,122.2259750366211
task_attr_mod_color_6205,warp,64.0,1950,122.18871307373047,0.009391034953296185,2,
task_attr_mod_color_6205,warp,64.0,1999,122.14949035644531,0.009342679753899574,2,122.14867401123047
