image,condition,radius,step,loss,param_absmean,closures,eval
task_attr_mod_color_11699,warp,64.0,0,27924.01953125,1.197352409362793,2,27924.01953125
task_attr_mod_color_11699,warp,64.0,50,4454.1103515625,0.3615019917488098,2,
task_attr_mod_color_11699,warp,64.0,100,2363.87939453125,0.25380778312683105,2,2336.8330078125
task_attr_mod_color_11699,warp,64.0,150,1400.39990234375,0.1940746307373047,2,
task_attr_mod_color_11699,warp,64.0,200,924.3161010742188,0.15590152144432068,2,917.4843139648438
task_attr_mod_color_11699,warp,64.0,250,649.3956909179688,0.12740832567214966,2,
task_attr_mod_color_11699,warp,64.0,300,482.89654541015625,0.10618075728416443,2,480.30303955078125
task_attr_mod_color_11699,warp,64.0,350,374.4357604980469,0.08939293026924133,2,
task_attr_mod_color_11699,warp,64.0,400,298.906982421875,0.07537166774272919,2,297.37158203125
task_attr_mod_color_11699,warp,64.0,450,243.94964599609375,0.06324785947799683,2,
task_attr_mod_color_11699,warp,64.0,500,204.46273803710938,0.053263403475284576,2,203.8156280517578
task_attr_mod_color_11699,warp,64.0,550,177.6907958984375,0.04525228962302208,2,
task_attr_mod_color_11699,warp,64.0,600,158.87232971191406,0.03839794918894768,2,158.48497009277344
task_attr_mod_color_11699,warp,64.0,650,145.6371612548828,0.03261132538318634,2,
task_attr_mod_color_11699,warp,64.0,700,137.55796813964844,0.028225867077708244,2,137.43406677246094
task_attr_mod_color_11699,warp,64.0,750,132.10140991210938,0.024555418640375137,2,
task_attr_mod_color_11699,warp,64.0,800,128.08731079101562,0.021588705480098724,2,128.02682495117188
task_attr_mod_color_11699,warp,64.0,850,125.21404266357422,0.019203243777155876,2,
task_attr_mod_color_11699,warp,64.0,900,123.45906066894531,0.0175958089530468,2,123.43399047851562
task_attr_mod_color_11699,warp,64.0,950,122.12037658691406,0.016142234206199646,2,
task_attr_mod_color_11699,warp,64.0,1000,120.95547485351562,0.01464945636689663,2,120.93099975585938
task_attr_mod_color_11699,warp,64.0,1050,120.13213348388672,0.013362031430006027,2,
task_attr_mod_color_11699,warp,64.0,1100,119.6123275756836,0.012399489060044289,2,119.60428619384766
task_attr_mod_color_11699,warp,64.0,1150,119.27828979492188,0.011701084673404694,2,
task_attr_mod_color_11699,warp,64.0,1200,119.01231384277344,0.011104010976850986,2,119.00569915771484
task_attr_mod_color_11699,warp,64.0,1250,118.80921173095703,0.010616536252200603,2,
task_attr_mod_color_11699,warp,64.0,1300,118.68251037597656,0.01028219610452652,2,118.67918395996094
task_attr_mod_color_11699,warp,64.0,1350,118.56121826171875,0.009927129372954369,2,
task_attr_mod_color_11699,warp,64.0,1400,118.49532318115234,0.009724586270749569,2,118.49454498291016
task_attr_mod_color_11699,warp,64.0,1450,118.46514892578125,0.009639617055654526,2,
task_attr_mod_color_11699,warp,64.0,1500,118.40343475341797,0.009454648941755295,2,118.40170288085938
task_attr_mod_color_11699,warp,64.0,1550,118.33206939697266,0.009152929298579693,2,
task_attr_mod_color_11699,warp,64.0,1600,118.25279998779297,0.00875958614051342,2,118.25143432617188
task_attr_mod_color_11699,warp,64.0,1650,118.18961334228516,0.008434496819972992,2,
task_attr_mod_color_11699,warp,64.0,1700,118.15626525878906,0.00826025940477848,2,118.15577697753906
task_attr_mod_color_11699,warp,64.0,1750,118.13505554199219,0.008167103864252567,2,
task_attr_mod_color_11699,warp,64.0,1800,118.11919403076172,0.008126369677484035,2,118.11885070800781
task_attr_mod_color_11699,warp,64.0,1850,118.09149932861328,0.008064217865467072,2,
task_attr_mod_color_11699,warp,64.0,1900,118.06629180908203,0.007972998544573784,2,118.06596374511719
task_attr_mod_color_11699,warp,64.0,1950,118.04792022705078,0.007864350453019142,2,
task_attr_mod_color_11699,warp,64.0,1999,118.0316162109375,0.007732915226370096,2,118.0310287475586
task_attr_mod_color_6205,warp,64.0,0,27926.087890625,1.197352409362793,2,27926.087890625
task_attr_mod_color_6205,warp,64.0,50,4373.67724609375,0.3576011657714844,2,
task_attr_mod_color_6205,warp,64.0,100,2348.927001953125,0.25284692645072937,2,2322.8798828125
task_attr_mod_color_6205,warp,64.0,150,1418.107421875,0.1950850933790207,2,
task_attr_mod_color_6205,warp,64.0,200,928.4397583007812,0.15601205825805664,2,921.737548828125
task_attr_mod_color_6205,warp,64.0,250,659.2039184570312,0.1284797340631485,2,
task_attr_mod_color_6205,warp,64.0,300,502.3036193847656,0.1086573600769043,2,499.7865905761719
task_attr_mod_color_6205,warp,64.0,350,400.4182434082031,0.09316614270210266,2,
task_attr_mod_color_6205,warp,64.0,400,326.0902099609375,0.08014474809169769,2,324.8385925292969
task_attr_mod_color_6205,warp,64.0,450,272.75250244140625,0.06926853209733963,2,
task_attr_mod_color_6205,warp,64.0,500,231.53652954101562,0.05950848013162613,2,230.84442138671875
task_attr_mod_color_6205,warp,64.0,550,204.08493041992188,0.0522683784365654,2,
task_attr_mod_color_6205,warp,64.0,600,181.822021484375,0.04538191109895706,2,181.414794921875
task_attr_mod_color_6205,warp,64.0,650,164.8885498046875,0.03949325531721115,2,
task_attr_mod_color_6205,warp,64.0,700,153.20729064941406,0.03454829007387161,2,153.02236938476562
task_attr_mod_color_6205,warp,64.0,750,144.3207550048828,0.029984446242451668,2,
