image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35771,0.92882,23.38,0.36944,0.11473,0.51365,0.59618,12.407,0.20061,0.28552,0.97647,0.06776,0.77524,0.76176,True,0.837,183.1
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42141,0.88839,23.492,0.29959,0.1903,0.56512,0.40159,9.643,0.13864,0.30315,0.99407,0.0669,0.84598,0.8365,True,0.837,173.4
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47202,0.83863,19.713,0.26142,0.23149,0.7518,0.1538,7.328,0.15532,0.45183,0.82311,0.10336,0.72336,0.75117,True,0.837,173.4
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4422,0.96709,31.865,0.32204,0.09958,0.36151,0.66549,14.341,0.63404,0.2687,0.99608,0.02551,0.92533,0.91392,False,0.837,173.3
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35032,0.92707,26.43,0.4108,0.15172,0.54026,0.48031,10.16,0.36557,0.32244,0.90893,0.0477,0.84347,0.8241,True,0.837,173.3
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46194,0.90553,27.85,0.4116,0.09658,0.82958,0.39041,10.622,0.16147,0.35592,0.7326,0.04051,0.58009,0.58154,True,0.837,173.2
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43757,0.80125,18.263,0.21959,0.1728,0.62831,0.24082,13.868,0.12093,0.36554,0.99216,0.12214,0.88359,0.84952,False,0.837,173.3
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42162,0.91105,22.789,0.31101,0.12052,0.52239,0.57502,15.017,0.15387,0.30375,0.82363,0.07254,0.77566,0.79061,True,0.837,173.4
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49753,0.85604,23.086,0.29713,0.17497,0.62239,0.3731,15.21,0.21149,0.42791,0.72044,0.07009,0.80676,0.64204,True,0.837,173.3
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42304,0.91058,23.591,0.41987,0.1256,0.69721,0.29764,8.065,0.09466,0.3549,0.96863,0.06614,0.732,0.69792,True,0.837,173.3
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46326,0.80893,20.79,0.17752,0.19817,0.6656,0.49804,12.75,0.0141,0.4291,0.95686,0.0913,0.7673,0.82528,True,0.837,173.2
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,3.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,y,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.499,0.83218,21.276,0.25194,0.18008,0.64045,0.24787,9.557,0.05489,0.27334,0.98039,0.08633,0.64522,0.62379,True,0.837,173.1
