image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
bird_00,photoguard_c,0.0,6208.9,0.4173,0.9841,0.0296,40.8943,0.9873,5.4799,0.7145,0.593,0.2715,0.2914,-0.0198,0.106,0.0927,0.0133
bird_01,photoguard_c,0.0,6203.8,0.2741,0.9935,0.0165,40.8943,0.9941,4.9603,0.713,0.5596,0.2765,0.2945,-0.018,0.1118,0.1071,0.0048
