image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31419,0.94813,25.207,0.44266,0.09236,0.45709,0.66872,14.296,0.24721,0.25797,0.90247,0.05491,0.85854,0.86059,False,0.837,184.6
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37398,0.91606,25.354,0.37524,0.17251,0.53217,0.47757,11.349,0.13879,0.2653,0.82291,0.05399,0.87751,0.83638,True,0.837,175.1
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43694,0.88298,21.626,0.32871,0.219,0.64056,0.42386,13.97,0.21508,0.33838,0.73449,0.08292,0.91948,0.86263,False,0.837,174.8
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40573,0.97433,34.687,0.41614,0.08177,0.32892,0.69875,15.507,0.59411,0.22454,0.65994,0.01844,0.93829,0.93738,False,0.837,174.6
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31548,0.94631,28.432,0.48977,0.12566,0.47725,0.59681,11.612,0.37275,0.2666,0.8465,0.03788,0.90464,0.84734,False,0.837,174.6
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41474,0.94277,29.847,0.49474,0.06794,0.76575,0.44874,11.587,0.20198,0.31222,0.53319,0.03219,0.58418,0.5725,True,0.837,174.7
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40859,0.83669,19.358,0.27205,0.14385,0.61917,0.25694,13.821,0.13537,0.35758,0.97647,0.10767,0.88325,0.82659,True,0.837,174.7
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37984,0.92607,24.179,0.36884,0.10934,0.49629,0.60075,16.888,0.21804,0.28653,0.71296,0.06181,0.86223,0.81245,True,0.837,174.7
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48057,0.89321,24.664,0.36043,0.1526,0.52608,0.42431,16.084,0.21814,0.34326,0.58075,0.05845,0.8822,0.73574,True,0.837,174.6
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.18,inf,0,32,16,0.0,1.0,binary,1.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38265,0.92824,25.206,0.48312,0.11121,0.62982,0.35803,8.606,0.17486,0.33223,0.95003,0.05492,0.74404,0.70312,True,0.837,174.6
