image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52834,0.93292,24.479,0.26825,0.12422,0.59274,0.48223,10.166,0.14165,0.31102,0.72066,0.05971,0.75321,0.70706,True,0.837,415.9
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50011,0.90693,25.385,0.28839,0.16409,0.62242,0.28429,7.51,0.03112,0.39374,0.60394,0.0538,0.69486,0.84756,False,0.837,410.8
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51788,0.88663,21.392,0.26847,0.21201,0.78361,0.13586,6.147,0.03163,0.66931,0.61016,0.08519,0.69729,0.63546,True,0.837,412.3
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55763,0.93797,31.06,0.15976,0.14693,0.61465,0.41067,11.208,0.07196,0.38616,0.60897,0.02799,0.77426,0.71693,True,0.837,413.6
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5464,0.93402,26.91,0.29248,0.15231,0.73826,0.20375,6.691,0.43907,0.62428,0.71864,0.04514,0.56079,0.52278,True,0.837,414.2
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58188,0.93547,27.415,0.31175,0.08625,0.86203,0.30957,10.316,0.16618,0.37007,0.59197,0.04258,0.54992,0.56432,True,0.837,414.8
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46421,0.87794,20.355,0.26636,0.14801,0.61068,0.27135,14.594,0.11304,0.34584,0.80571,0.09599,0.89192,0.86239,False,0.837,414.7
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52888,0.92367,23.873,0.26767,0.1177,0.67664,0.34852,12.493,0.03716,0.46384,0.55111,0.06403,0.609,0.61644,True,0.837,414.4
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52217,0.90672,24.496,0.32783,0.1601,0.76842,0.19063,11.104,0.07287,0.40238,0.60346,0.0596,0.59596,0.67541,True,0.837,414.4
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54502,0.93538,25.488,0.33123,0.13383,0.73448,0.24284,7.998,0.04384,0.38509,0.68627,0.05316,0.73593,0.72388,True,0.837,414.8
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50075,0.83071,23.283,0.23013,0.16639,0.69126,0.4636,12.07,0.01135,0.432,0.95423,0.06853,0.80696,0.83595,True,0.837,414.9
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52109,0.89455,22.971,0.27749,0.1465,0.63677,0.24015,9.294,0.05541,0.28594,0.62604,0.07103,0.66014,0.61566,True,0.837,415.0
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53368,0.89303,24.518,0.26431,0.1228,0.78403,0.23178,9.241,0.06632,0.53274,0.89804,0.05945,0.39332,0.49696,True,0.837,409.7
