image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26863,0.98271,27.081,0.56777,0.02587,0.24346,0.80499,20.305,0.38606,0.1328,0.83588,0.04425,0.92514,0.93516,False,0.837,180.9
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31989,0.97233,28.008,0.47874,0.05977,0.31501,0.68118,19.871,0.32227,0.21882,0.94118,0.03978,0.95691,0.94612,False,0.837,171.6
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33474,0.9566,22.914,0.41162,0.06978,0.44851,0.45556,15.051,0.27126,0.30389,0.91765,0.0715,0.94126,0.85249,False,0.837,171.3
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43844,0.99102,34.271,0.44433,0.04239,0.33997,0.6971,16.057,0.73549,0.26817,0.79988,0.01934,0.88937,0.90919,False,0.837,171.4
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24366,0.98559,31.576,0.61947,0.04845,0.35844,0.66197,12.089,0.47368,0.21837,0.72549,0.02637,0.94928,0.88613,False,0.837,171.5
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41115,0.98156,32.924,0.60165,0.01846,0.36973,0.66751,19.194,0.28299,0.17286,0.35685,0.02258,0.93534,0.90062,False,0.837,171.3
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42516,0.92545,19.815,0.33999,0.05818,0.47915,0.42256,15.79,0.13177,0.25545,1.0,0.10215,0.93141,0.86999,False,0.837,171.1
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34613,0.97843,27.301,0.48394,0.03618,0.3325,0.73621,19.216,0.27996,0.17687,0.70342,0.04314,0.93938,0.89788,False,0.837,171.2
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43776,0.96664,27.932,0.49777,0.04534,0.40539,0.48552,16.583,0.2847,0.28894,0.93725,0.04013,0.90467,0.78705,True,0.837,171.5
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37452,0.97339,26.849,0.57193,0.04559,0.55833,0.49765,14.404,0.13792,0.41251,0.81961,0.04545,0.77851,0.72652,True,0.837,171.2
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46376,0.91314,22.882,0.2621,0.08174,0.23604,0.78367,20.082,0.19326,0.24832,0.98431,0.07176,0.89065,0.91728,False,0.837,170.9
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42467,0.95561,25.027,0.41117,0.04974,0.51175,0.42745,14.451,0.13417,0.27008,0.7098,0.05606,0.88075,0.80298,True,0.837,171.2
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38623,0.95969,25.899,0.44183,0.03919,0.4097,0.58283,18.563,0.3347,0.25652,0.99216,0.0507,0.86123,0.77545,True,0.837,171.7
