image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.05771,0.98411,31.428,0.7475,0.02144,0.08171,0.94154,24.668,0.56061,0.04151,0.55604,0.02683,118.5
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.09352,0.9784,31.436,0.67983,0.04043,0.11304,0.91219,25.796,0.47075,0.06584,0.488,0.0268,118.3
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.10731,0.94789,25.554,0.56442,0.05435,0.22418,0.76529,18.727,0.36012,0.16556,0.85635,0.05276,118.5
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.13,0.99254,42.82,0.79315,0.03034,0.12454,0.90927,24.389,0.7147,0.10992,0.26811,0.00723,118.7
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.04965,0.98788,35.027,0.78843,0.03816,0.07028,0.94164,26.479,0.64397,0.05217,0.48001,0.01773,118.3
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.13533,0.96492,33.724,0.70107,0.0189,0.20661,0.8309,22.649,0.40154,0.09772,0.35036,0.0206,118.1
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.11357,0.98159,35.608,0.74911,0.0174,0.14658,0.92529,28.682,0.49128,0.03553,0.29453,0.01658,119.0
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.16898,0.94873,33.079,0.65871,0.02985,0.23899,0.8161,19.901,0.53425,0.15097,0.2514,0.02218,118.5
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.19862,0.90478,21.491,0.51185,0.0583,0.33412,0.63202,17.843,0.23066,0.15373,0.80551,0.08423,118.3
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.12999,0.96732,28.184,0.60563,0.04618,0.1533,0.8815,22.865,0.38517,0.07479,0.7068,0.03897,118.8
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.17937,0.93905,27.552,0.52918,0.06471,0.25781,0.75687,21.413,0.25199,0.14753,0.53733,0.04192,118.1
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.07227,0.98324,32.661,0.74737,0.03411,0.18554,0.85575,17.139,0.51165,0.13119,0.49543,0.02328,118.4
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.18012,0.96736,30.045,0.67086,0.04784,0.21396,0.8395,21.743,0.41474,0.11925,0.49486,0.03146,118.6
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.0877,0.98244,37.901,0.81193,0.02385,0.10495,0.93001,30.43,0.68205,0.05818,0.44647,0.01273,118.3
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.09024,0.96173,28.27,0.74823,0.03682,0.12923,0.89761,24.084,0.56136,0.04283,0.53816,0.03859,117.8
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.24131,0.92825,25.728,0.60766,0.05254,0.42451,0.46058,14.167,0.08323,0.24734,0.56715,0.05171,118.8
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.1488,0.98332,36.076,0.7721,0.02697,0.16796,0.91834,28.744,0.48828,0.05492,0.3218,0.01571,118.2
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.8,False,2.0,100,7.5,1.5,20260812,False,0.18214,0.95756,29.298,0.67813,0.05015,0.3667,0.74081,17.844,0.29139,0.16928,0.71873,0.03429,118.1
