image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2545,0.96502,27.137,0.52477,0.07102,0.35588,0.72087,18.251,0.30951,0.21185,0.74922,0.04397,0.9122,0.88857,False,0.837,416.4
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31639,0.94436,27.571,0.44367,0.12948,0.42801,0.69417,17.283,0.2591,0.24497,0.76208,0.04182,0.95506,0.93121,False,0.837,404.9
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38385,0.91147,23.102,0.38656,0.17919,0.51082,0.46725,15.941,0.23947,0.31851,0.44742,0.06997,0.93566,0.88375,False,0.837,404.6
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33064,0.986,36.944,0.53707,0.0584,0.25965,0.76036,18.317,0.54202,0.20009,0.51029,0.01422,0.93793,0.90817,False,0.837,404.2
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2462,0.96557,30.298,0.57349,0.11173,0.41859,0.64004,11.851,0.40276,0.25108,0.77315,0.03056,0.91879,0.86429,False,0.837,403.9
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37639,0.94725,31.045,0.55281,0.05905,0.36848,0.56838,17.432,0.32628,0.19138,0.42353,0.02804,0.8997,0.89538,False,0.837,404.3
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35876,0.89774,21.449,0.34382,0.12264,0.5634,0.32589,15.0,0.13227,0.31768,0.70357,0.08463,0.91114,0.84523,False,0.837,404.4
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32021,0.95255,26.017,0.45026,0.08589,0.44564,0.65112,17.329,0.23378,0.25201,0.52426,0.05002,0.86282,0.85286,False,0.837,403.3
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43376,0.93247,26.882,0.44642,0.11799,0.49901,0.44058,16.128,0.24381,0.32469,0.44971,0.04528,0.89817,0.76434,True,0.837,403.9
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32089,0.9585,27.463,0.56182,0.09726,0.42132,0.56194,14.092,0.3273,0.2554,0.66653,0.04235,0.89799,0.82818,True,0.837,403.5
