image,site,arm,prompt,content,tau_lpips,steps_done,n_seeds,pert_lpips,pert_linf,pert_psnr,attn_div_first,attn_div_last,grad_norm_first,dsiglip_mean,dsiglip_sd,dniqe_mean,dniqe_sd,semantic_fail,edit_psnr,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,train_seconds,eval_seconds,peak_mb
horse_00,PF,opt,a zebra,horse,0.55,2,2,0.13850288093090057,0.008000016212463379,41.970054626464844,0.9846982955932617,0.9865497350692749,0.051133278757333755,-0.030859805643558502,0.002865307033061981,-0.27697767965289355,0.40849910556179525,True,20.928226470947266,0.6380321383476257,0.20392367988824844,0.8110161423683167,0.34966301918029785,133.0,241.8,6211.4
horse_00,PF,rand,a zebra,horse,0.55,0,2,0.14090627431869507,0.06812995672225952,36.70223617553711,0.9846982955932617,0.9865497350692749,0.051133278757333755,-0.01862318068742752,0.005261972546577454,-0.280938921519591,0.35429752517416735,True,22.392447471618652,0.6959324777126312,0.24411527067422867,0.8473142683506012,0.3067004084587097,0.0,247.1,6211.4
