image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,warp_roundtrip,instruct-pix2pix,turn the color of potted plant to pink,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18151,0.81637,19.995,0.2441,0.08844,0.19451,0.78565,18.879,0.22107,0.0856,0.92875,0.10006,0.97958,0.97869,False,0.837,58.0
task_attr_mod_color_136767,warp_roundtrip,instruct-pix2pix,turn the color of astronaut to pink,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.15734,0.81558,20.698,0.25709,0.07855,0.191,0.7745,19.273,0.23399,0.09944,0.96254,0.09228,0.98615,0.97739,False,0.837,47.5
task_attr_mod_color_184837,warp_roundtrip,instruct-pix2pix,turn the color of frame to pink,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20695,0.70996,18.114,0.19442,0.14343,0.22095,0.67065,17.779,0.17438,0.16922,0.87481,0.12425,0.98224,0.96989,False,0.837,47.5
task_attr_mod_color_32648,warp_roundtrip,instruct-pix2pix,turn the color of potion bottle to orange,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.13996,0.95488,29.167,0.40865,0.08887,0.14827,0.93188,26.585,0.52421,0.11102,0.89064,0.03481,0.98494,0.96793,False,0.837,47.4
task_attr_mod_color_6205,warp_roundtrip,instruct-pix2pix,turn the color of toolbox to red,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1653,0.85262,23.764,0.31509,0.09111,0.17449,0.82321,22.525,0.30864,0.11769,0.95493,0.06483,0.9889,0.96548,False,0.837,47.5
task_env_weather_112463,warp_roundtrip,instruct-pix2pix,transform the setting to spring with blooming flowers,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19612,0.85012,24.51,0.35247,0.09277,0.22654,0.76126,21.918,0.26454,0.09503,0.81443,0.0595,0.97878,0.96611,False,0.837,47.5
task_env_weather_246440,warp_roundtrip,instruct-pix2pix,transform the setting to autumn with falling leaves,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20764,0.63974,15.779,0.18039,0.09381,0.33857,0.56781,17.424,0.12932,0.12406,0.99056,0.16258,0.96947,0.96991,False,0.837,47.5
task_env_weather_63722,warp_roundtrip,instruct-pix2pix,change the setting to a snowy landscape,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2834,0.77542,19.355,0.18501,0.16579,0.29008,0.75584,18.471,0.16075,0.17852,0.78514,0.10771,0.95627,0.91968,False,0.837,47.5
task_obj_add_40931,warp_roundtrip,instruct-pix2pix,Add the blood on snout,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27435,0.74233,19.275,0.23479,0.13893,0.29912,0.6859,17.958,0.19614,0.15323,0.93923,0.10871,0.97165,0.91298,False,0.837,47.4
task_obj_remove_380621,warp_roundtrip,instruct-pix2pix,Remove iceberg,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23918,0.77765,21.187,0.30783,0.14607,0.27249,0.71912,19.8,0.24874,0.12657,0.95285,0.08723,0.96553,0.95756,False,0.837,47.4
task_obj_swap_joint_mask_276754,warp_roundtrip,instruct-pix2pix,Replace the satellite dish with rocket,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31226,0.62686,20.841,0.12935,0.13349,0.05235,0.96155,26.183,0.42001,0.06297,0.86724,0.09078,0.98293,0.96972,False,0.837,47.3
task_obj_swap_joint_mask_533428,warp_roundtrip,instruct-pix2pix,Replace the samurai armor with red jacket,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21669,0.74845,19.237,0.22041,0.11853,0.45987,0.47547,12.933,0.11298,0.20288,0.95895,0.10918,0.74413,0.77265,True,0.837,47.3
task_obj_swap_rand_mask_417469,warp_roundtrip,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17706,0.79433,21.06,0.27257,0.07232,0.19359,0.75098,20.411,0.24928,0.08527,0.94933,0.08851,0.96256,0.95399,False,0.837,47.4
