image_id,condition,ca,t,masked_l1,masked_fraction,rel_to_first_pct,trained_at_t,source
horse_00,未防禦,horse,33,131.1055908203125,0.19102036952972412,0.0,False,orig
horse_00,未防禦,horse,67,131.81216430664062,0.20353876054286957,0.0,False,orig
horse_00,未防禦,horse,100,132.64999389648438,0.2095707803964615,0.0,False,orig
horse_00,未防禦,horse,133,132.476318359375,0.2160382717847824,0.0,False,orig
horse_00,未防禦,horse,167,145.7938232421875,0.23567304015159607,0.0,False,orig
horse_00,未防禦,horse,200,151.1436767578125,0.2387317717075348,0.0,True,orig
horse_00,未防禦,horse,233,153.9722900390625,0.24300813674926758,0.0,False,orig
horse_00,未防禦,horse,267,146.78579711914062,0.23695236444473267,0.0,False,orig
horse_00,未防禦,horse,300,172.13880920410156,0.25316449999809265,0.0,False,orig
horse_00,未防禦,horse,333,149.10556030273438,0.2318773716688156,0.0,False,orig
horse_00,未防禦,horse,367,147.043212890625,0.2335079312324524,0.0,False,orig
horse_00,未防禦,horse,400,154.97897338867188,0.22461943328380585,0.0,True,orig
horse_00,apa+A,horse,33,118.54265594482422,0.1734323799610138,-9.582302933752441,False,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,apa+A,horse,67,114.57920837402344,0.18137657642364502,-13.07387373788005,False,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,apa+A,horse,100,122.53349304199219,0.19677558541297913,-7.6264616057101104,False,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,apa+A,horse,133,121.58729553222656,0.20130431652069092,-8.219599519371645,False,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,apa+A,horse,167,136.03958129882812,0.22359085083007812,-6.690435662117167,False,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,apa+A,horse,200,140.16798400878906,0.22534285485744476,-7.261761116616549,True,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,apa+A,horse,233,141.91217041015625,0.22750036418437958,-7.832655879734352,False,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,apa+A,horse,267,135.56942749023438,0.22356392443180084,-7.641318062811164,False,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,apa+A,horse,300,155.77908325195312,0.23610131442546844,-9.503798723709679,False,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,apa+A,horse,333,141.27230834960938,0.22351747751235962,-5.253494193791875,False,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,apa+A,horse,367,138.0289306640625,0.2251226007938385,-6.13036266642758,False,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,apa+A,horse,400,141.4792022705078,0.20944423973560333,-8.710711410062045,True,/nfs/home/nelson0314/wacv_runs/s3t20_r_merged/apa/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,33,125.46473693847656,0.16019095480442047,-4.302527334297313,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,67,125.47514343261719,0.16466882824897766,-4.807614613838929,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,100,130.57723999023438,0.17100147902965546,-1.5625736913847943,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,133,135.76443481445312,0.1747966706752777,2.482040938183605,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,167,144.26251220703125,0.18217064440250397,-1.0503264137689095,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,200,152.03878784179688,0.18762382864952087,0.5922252939623007,True,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,233,147.92510986328125,0.189983531832695,-3.927447058329192,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,267,151.4464569091797,0.18964385986328125,3.175143563962246,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,300,167.73095703125,0.20605042576789856,-2.560638239123203,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,333,148.52862548828125,0.18689440190792084,-0.386930449328482,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,367,146.5548553466797,0.18659238517284393,-0.3321183850277909,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,PhotoGuard-c,horse,400,157.63368225097656,0.1949102133512497,1.7129477659185044,True,/nfs/home/nelson0314/wacv_runs/s3t20_merged/photoguard_c/horse_00/x_def_tau0.04.png
horse_00,Mist,horse,33,129.0193328857422,0.18137907981872559,-1.5912806780525868,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/mist/horse_00/x_def_tau0.04.png
horse_00,Mist,horse,67,132.41802978515625,0.18741248548030853,0.4596430698961651,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/mist/horse_00/x_def_tau0.04.png
horse_00,Mist,horse,100,127.17582702636719,0.1861802041530609,-4.126775063698118,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/mist/horse_00/x_def_tau0.04.png
horse_00,Mist,horse,133,134.61428833007812,0.19594047963619232,1.6138506845452483,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/mist/horse_00/x_def_tau0.04.png
horse_00,Mist,horse,167,148.87734985351562,0.20935554802417755,2.11499125460608,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/mist/horse_00/x_def_tau0.04.png
horse_00,Mist,horse,200,151.4826202392578,0.21328571438789368,0.2242525051103783,True,/nfs/home/nelson0314/wacv_runs/s3t20_merged/mist/horse_00/x_def_tau0.04.png
horse_00,Mist,horse,233,158.17578125,0.21888956427574158,2.730030974970288,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/mist/horse_00/x_def_tau0.04.png
horse_00,Mist,horse,267,150.07772827148438,0.2110854834318161,2.2426768917375606,False,/nfs/home/nelson0314/wacv_runs/s3t20_merged/mist/horse_00/x_def_tau0.04.png
