image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
dog_00,photoguard_c,0.0,6082.9,0.2126,0.9843,0.0306,40.8967,0.9946,4.5876,0.6874,0.5691,0.2675,0.2884,-0.0209,0.0695,0.0921,-0.0226
dog_01,photoguard_c,0.0,6078.0,0.3346,0.9855,0.0242,40.8961,0.957,5.5947,0.6504,0.5343,0.2742,0.275,-0.0008,0.0908,0.1008,-0.01
