condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,mask_gated,gate_open_frac
N1,cat_02,0.35,0.34951353073120117,2.125,3.20145966565696,21.21135902404785,0.6903716325759888,0.5686152577400208,0.12393715232610703,0.8160693049430847,0.34951353073120117,0.15189611911773682,0.9828028678894043,0.08698248118162155,0.3355649411678314,2.812276601791382,11.313708305358887,8.21458625793457,7.390351295471191,32,False,1.0
