image,condition,attacker,instruction,task,radius,unreachable,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,1.0,False,100,7.5,1.5,20260812,False,0.26382,0.9912,31.847,0.58688,0.01886,0.3572,0.72114,19.323,0.31747,0.20894,0.16173,0.02557,591.2
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,100,7.5,1.5,20260812,False,0.50935,0.9872,32.82,0.50261,0.01849,0.45647,0.57324,15.071,0.20894,0.20661,0.16067,0.02286,592.6
task_env_weather_246440,dct_shield_y,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,100,7.5,1.5,20260812,False,0.21931,0.98608,30.861,0.60463,0.00961,0.39259,0.50679,16.754,0.16483,0.20324,0.25878,0.02864,595.8
task_obj_add_340466,dct_shield_y,instruct-pix2pix,Add orange juice,,1.0,False,100,7.5,1.5,20260812,False,0.43405,0.98703,32.641,0.50894,0.04474,0.48417,0.7354,16.701,0.35653,0.2631,0.18742,0.02333,595.6
task_obj_add_692065,dct_shield_y,instruct-pix2pix,Add monk,,1.0,False,100,7.5,1.5,20260812,False,0.30175,0.99271,31.862,0.60527,0.00932,0.28679,0.77282,20.646,0.38609,0.16388,0.18392,0.02552,595.4
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,1.0,False,100,7.5,1.5,20260812,False,0.43856,0.98709,32.908,0.51204,0.03227,0.66676,0.31877,9.087,0.10798,0.34551,0.1584,0.02262,595.5
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,1.0,False,100,7.5,1.5,20260812,False,0.33667,0.93683,32.598,0.51368,0.03322,0.60345,0.71616,15.65,0.06622,0.331,0.15231,0.02345,594.2
task_obj_swap_rand_mask_298147,dct_shield_y,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.0,False,100,7.5,1.5,20260812,False,0.33521,0.96643,31.629,0.53234,0.02445,0.45234,0.51928,17.978,0.22616,0.25451,0.28634,0.02621,587.7
