image,condition,prompt_index,prompt,block,r_min,quantile,target_image,loss,random_start,budget_target,budget_mode,budget_reached,unreachable,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop,amp_dev,active_fraction
parrot_00,add,0,a parrot perched on a branch in a rainforest,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.02275,False,0.00471,32.2,0.1137,0.9952,0.0227,48.612,0.4367,5.5416,0.6993,0.1368,0.2992,0.3002,-0.001,0.1067,0.1074,-0.0006,,
parrot_00,phase,0,a parrot perched on a branch in a rainforest,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.05946,False,1.3,14.4,0.0713,0.9677,0.0595,33.5785,0.5003,5.3022,0.6289,0.0367,0.2992,0.2967,0.0025,0.1067,0.1068,-0.0001,0.01201,0.3366
raccoon_00,add,0,a panda,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.01216,False,0.00471,13.0,0.072,0.9969,0.0122,47.7746,0.4898,6.0675,0.7065,0.0329,0.3069,0.3051,0.0018,0.1213,0.1213,0.0,,
raccoon_00,phase,0,a panda,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.04767,False,1.3,14.5,0.0907,0.93,0.0477,27.3759,0.0966,5.63,0.7146,0.2245,0.3069,0.3,0.007,0.1213,0.1211,0.0002,0.04132,0.4693
