image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10146.0,0.77,512.0,325.3333333333333,171.66666666666666,,,,0.27248796820640564,0.21027925610542297,0.062208712100982666,0.289720743894577,27.148643493652344,0.6521873474121094,27.148643493652344,0.6521873474121094,0.973558783531189,0.03576749563217163,0.3556899428367615,2.071082353591919,1.0570471286773682,0.9117393493652344,32
car_01,S,32,a wrecked car after an accident,25,10,10,1,98.0,rotate,0,0.0,,,11506.6,0.75,512.0,317.3333333333333,167.0,,,,0.2306205928325653,0.15376585721969604,0.07685473561286926,0.34623414278030396,27.799633026123047,0.6636385321617126,27.799633026123047,0.6636385321617126,0.9719995856285095,0.048854317516088486,0.38841113448143005,1.789555549621582,1.1527423858642578,0.9723314046859741,32
dog_00,S,32,a cat sitting on the grass,25,10,10,1,98.3,rotate,0,0.0,,,11505.1,0.82,512.0,294.3333333333333,116.66666666666667,,,,0.3195241689682007,0.26685985922813416,0.05266430974006653,0.23314014077186584,36.09748458862305,0.6102535724639893,36.09748458862305,0.6102535724639893,0.9895283579826355,0.042192667722702026,0.2630283236503601,1.8809043169021606,0.9348552823066711,0.7364339828491211,32
dog_01,S,32,a cat sitting on the grass,25,10,10,1,98.2,rotate,0,0.0,,,11506.6,1.33,512.0,306.3333333333333,161.0,,,,0.26689136028289795,0.21193188428878784,0.05495947599411011,0.28806811571121216,34.87950134277344,0.3768857717514038,34.87950134277344,0.3768857717514038,0.9852638244628906,0.04022330045700073,0.3611930012702942,2.1213202476501465,1.1554960012435913,0.944127082824707,32
person_00,S,32,an elderly person with gray hair,25,10,10,1,98.4,rotate,0,0.0,,,11506.6,0.91,512.0,261.6666666666667,94.33333333333333,,,,0.301290363073349,0.24862456321716309,0.05266580730676651,0.2513754367828369,35.174495697021484,0.5524505376815796,35.174495697021484,0.5524505376815796,0.9864687323570251,0.039134539663791656,0.4669119119644165,2.1213202476501465,1.448333501815796,1.1309988498687744,32
person_01,S,32,an elderly person with gray hair,25,10,10,1,98.2,rotate,0,0.0,,,11506.6,0.93,512.0,298.0,144.0,,,,0.26031696796417236,0.21206706762313843,0.04824990779161453,0.2879329323768616,35.548736572265625,0.5367178916931152,35.548736572265625,0.5367178916931152,0.9896073341369629,0.03785724192857742,0.4098595976829529,2.1213202476501465,1.2934259176254272,0.9740948677062988,32
