image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,prompt_idx,prompt_split,eval_prompt,eval_strength,strength_split,edit_lpips,edit_psnr,ctrl_lpips,net_lpips
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10146.0,0.77,512.0,325.3333333333333,171.66666666666666,,,,0.27248796820640564,0.21027925610542297,0.062208712100982666,0.289720743894577,27.148643493652344,0.6521873474121094,27.148643493652344,0.6521873474121094,0.973558783531189,0.03576749563217163,0.3556899428367615,2.071082353591919,1.0570471286773682,0.9117393493652344,32,0,train,a wrecked car after an accident,0.3,heldout,0.10671727359294891,23.776103973388672,0.0,0.10671727359294891
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10146.0,0.77,512.0,325.3333333333333,171.66666666666666,,,,0.27248796820640564,0.21027925610542297,0.062208712100982666,0.289720743894577,27.148643493652344,0.6521873474121094,27.148643493652344,0.6521873474121094,0.973558783531189,0.03576749563217163,0.3556899428367615,2.071082353591919,1.0570471286773682,0.9117393493652344,32,0,train,a wrecked car after an accident,0.5,train,0.10695576667785645,25.60589599609375,0.0,0.10695576667785645
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10146.0,0.77,512.0,325.3333333333333,171.66666666666666,,,,0.27248796820640564,0.21027925610542297,0.062208712100982666,0.289720743894577,27.148643493652344,0.6521873474121094,27.148643493652344,0.6521873474121094,0.973558783531189,0.03576749563217163,0.3556899428367615,2.071082353591919,1.0570471286773682,0.9117393493652344,32,0,train,a wrecked car after an accident,0.7,heldout,0.10668068379163742,27.356216430664062,0.0,0.10668068379163742
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10146.0,0.77,512.0,325.3333333333333,171.66666666666666,,,,0.27248796820640564,0.21027925610542297,0.062208712100982666,0.289720743894577,27.148643493652344,0.6521873474121094,27.148643493652344,0.6521873474121094,0.973558783531189,0.03576749563217163,0.3556899428367615,2.071082353591919,1.0570471286773682,0.9117393493652344,32,1,heldout,a car driving in a flooded street,0.3,heldout,0.10774187743663788,23.72553062438965,0.0,0.10774187743663788
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10146.0,0.77,512.0,325.3333333333333,171.66666666666666,,,,0.27248796820640564,0.21027925610542297,0.062208712100982666,0.289720743894577,27.148643493652344,0.6521873474121094,27.148643493652344,0.6521873474121094,0.973558783531189,0.03576749563217163,0.3556899428367615,2.071082353591919,1.0570471286773682,0.9117393493652344,32,1,heldout,a car driving in a flooded street,0.5,train,0.10512684285640717,25.449331283569336,0.0,0.10512684285640717
car_00,S,32,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10146.0,0.77,512.0,325.3333333333333,171.66666666666666,,,,0.27248796820640564,0.21027925610542297,0.062208712100982666,0.289720743894577,27.148643493652344,0.6521873474121094,27.148643493652344,0.6521873474121094,0.973558783531189,0.03576749563217163,0.3556899428367615,2.071082353591919,1.0570471286773682,0.9117393493652344,32,1,heldout,a car driving in a flooded street,0.7,heldout,0.1018134206533432,27.06611442565918,0.0,0.1018134206533432
car_01,S,32,a wrecked car after an accident,25,10,10,1,98.0,rotate,0,0.0,,,11506.6,0.75,512.0,317.3333333333333,167.0,,,,0.2306205928325653,0.15376585721969604,0.07685473561286926,0.34623414278030396,27.799633026123047,0.6636385321617126,27.799633026123047,0.6636385321617126,0.9719995856285095,0.048854317516088486,0.38841113448143005,1.789555549621582,1.1527423858642578,0.9723314046859741,32,0,train,a wrecked car after an accident,0.3,heldout,0.11918660998344421,26.287433624267578,0.0,0.11918660998344421
car_01,S,32,a wrecked car after an accident,25,10,10,1,98.0,rotate,0,0.0,,,11506.6,0.75,512.0,317.3333333333333,167.0,,,,0.2306205928325653,0.15376585721969604,0.07685473561286926,0.34623414278030396,27.799633026123047,0.6636385321617126,27.799633026123047,0.6636385321617126,0.9719995856285095,0.048854317516088486,0.38841113448143005,1.789555549621582,1.1527423858642578,0.9723314046859741,32,0,train,a wrecked car after an accident,0.5,train,0.11630907654762268,27.17772674560547,0.0,0.11630907654762268
car_01,S,32,a wrecked car after an accident,25,10,10,1,98.0,rotate,0,0.0,,,11506.6,0.75,512.0,317.3333333333333,167.0,,,,0.2306205928325653,0.15376585721969604,0.07685473561286926,0.34623414278030396,27.799633026123047,0.6636385321617126,27.799633026123047,0.6636385321617126,0.9719995856285095,0.048854317516088486,0.38841113448143005,1.789555549621582,1.1527423858642578,0.9723314046859741,32,0,train,a wrecked car after an accident,0.7,heldout,0.11508892476558685,29.300533294677734,0.0,0.11508892476558685
car_01,S,32,a wrecked car after an accident,25,10,10,1,98.0,rotate,0,0.0,,,11506.6,0.75,512.0,317.3333333333333,167.0,,,,0.2306205928325653,0.15376585721969604,0.07685473561286926,0.34623414278030396,27.799633026123047,0.6636385321617126,27.799633026123047,0.6636385321617126,0.9719995856285095,0.048854317516088486,0.38841113448143005,1.789555549621582,1.1527423858642578,0.9723314046859741,32,1,heldout,a car driving in a flooded street,0.3,heldout,0.11808037757873535,26.278812408447266,0.0,0.11808037757873535
