image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,0.25,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.63992,0.82701,20.852,0.19835,0.15319,0.62468,0.45142,9.748,0.13282,0.35102,0.73802,0.09066,0.74102,0.71538,True,0.837,389.3
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,0.25,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.59302,0.75561,21.398,0.21421,0.15658,0.63435,0.24246,6.837,0.02112,0.43679,0.65498,0.08513,0.73207,0.832,True,0.837,373.7
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,0.25,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.56686,0.90266,20.561,0.28368,0.11048,0.78073,0.13633,6.222,0.03421,0.66809,0.61585,0.09374,0.70134,0.62998,True,0.837,374.2
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,0.25,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.68343,0.65584,22.549,0.06139,0.26401,0.59936,0.41937,10.72,0.07519,0.38226,0.49,0.07457,0.77666,0.71419,True,0.837,373.8
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,0.25,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.65763,0.81046,21.5,0.18786,0.17897,0.74552,0.1864,6.451,0.28608,0.77805,0.66598,0.08414,0.54551,0.47912,True,0.837,373.9
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.25,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.69486,0.83931,21.291,0.20777,0.12529,0.87923,0.28879,10.274,0.16064,0.38608,0.65848,0.08619,0.55924,0.57419,True,0.837,373.7
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,0.25,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.65385,0.8394,21.206,0.20017,0.17672,0.73739,0.23352,8.036,0.04005,0.39366,0.62464,0.08704,0.73702,0.71348,True,0.837,373.2
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,0.25,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.48292,0.84676,20.98,0.17711,0.13524,0.6487,0.55331,13.011,0.01611,0.39907,0.60938,0.08933,0.86851,0.89987,False,0.837,372.5
task_obj_swap_joint_mask_533428,dct_shield_y,instruct-pix2pix,Replace the samurai armor with red jacket,,0.25,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.56767,0.86719,20.918,0.25722,0.12823,0.62604,0.25363,9.622,0.05475,0.27092,0.58836,0.08997,0.63101,0.62969,True,0.837,373.2
task_obj_swap_rand_mask_417469,dct_shield_y,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.25,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.3,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.61076,0.79989,21.389,0.19801,0.13288,0.68086,0.26997,11.007,0.0933,0.33207,0.72206,0.08522,0.42002,0.51984,True,0.837,373.0
