image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
man_00,photoguard_c,0.0,6250.0,0.4067,0.98,0.0484,40.8951,0.9887,4.547,0.6754,0.4436,0.2819,0.2959,-0.014,0.1079,0.1112,-0.0033
man_01,photoguard_c,0.0,6243.2,0.1919,0.9935,0.0149,40.8975,0.994,5.035,0.6495,0.3118,0.2814,0.2689,0.0124,0.1091,0.1144,-0.0053
